"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"The Boxer","Jim Sheridan","Daniel Day-Lewis, Emily Watson","Drama","3 Golden Globe nominations"
"Boys Life 2","3 directors","Vincent D'Onofrio, Mary Beth Hurt","Anthology","5 stories"
"The Brave","Johnny Depp","Johnny Depp, Marlon Brando","","Experimental"
"Breakdown","Jonathan Mostow","Kurt Russell, Kathleen Quinlan, J. T. Walsh","Thriller","Paramount"
"Breast Men","Lawrence O'Neil","Chris Cooper, David Schwimmer","Drama","Made for TV"
"Broadway Damage","Victor Mignatti","Mara Hobel","Comedy",""
"A Brooklyn State of Mind","Frank Rainone","Vincent Spano, Maria Grazia Cucinotta, Danny Aiello","Crime",""
"Buddy","Caroline Thompson","Rene Russo, Robbie Coltrane, Alan Cumming","Drama","Columbia"
"The Butcher Boy","Neil Jordan","Stephen Rea","Drama","Silver Bear for Best Director"
"Campfire Tales","Wm. Cooke, Paul Talbot","Gunnar Hansen","Horror",""
"Cannibal Rollerbabes","","","Horror",""
"Casper: A Spirited Beginning","Sean McNamara","Steve Guttenberg, Lori Loughlin, Rodney Dangerfield","Comedy","Direct-to-video"
"Cats Don't Dance","","","","Animated film"
"Chasing Amy","Kevin Smith","Ben Affleck, Joey Lauren Adams, Jason Lee, Jason Mewes","Comedy","Miramax Films"
"Chicago Cab","Mary Cybulski, John Tintori","Paul Dillon, Gillian Anderson, John Cusack, Laurie Metcalf, Julianne Moore","Comedy, drama",""
"Chinese Box","Wayne Wang","Jeremy Irons, Gong Li","Drama","TriMark Pictures"
"A Christmas Carol","Stan Phillips","Tim Curry, Whoopi Goldberg voices","Animated","20th Century Fox"
"City of Industry","John Irvin","Harvey Keitel, Stephen Dorff, Timothy Hutton, Famke Janssen, Lucy Liu","Drama","Universal"
"Clockwatchers","Jill Sprecher","Toni Collette, Lisa Kudrow, Parker Posey","Comedy","Goldcrest Films"
"Commandments","Daniel Taplitz","Aidan Quinn, Courteney Cox, Anthony LaPaglia","Rom com",""
"Common Bonds","","","","Filmed by teenagers"
"Con Air","Simon West","Nicolas Cage, John Cusack, John Malkovich, Steve Buscemi, Ving Rhames, Mykelti Williamson, Rachel Ticotin","Action","2 Oscar nominations"
"Conspiracy Theory","Richard Donner","Mel Gibson, Julia Roberts, Patrick Stewart","Thriller","Warner Bros."
"Contact","Robert Zemeckis","Jodie Foster, Matthew McConaughey, James Woods, Angela Bassett, John Hurt, Tom Skerritt, David Morse","Science fiction","Warner Bros.; based on a novel by Carl Sagan"
"Cop Land","James Mangold","Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Annabella Sciorra, Peter Berg, Michael Rapaport","Crime drama","Miramax Films"
"Coven","Mark Borchardt","","Horror","36 minutes"
"Crayola Kids Adventures","","","Family",""
"The Cremaster Cycle","Matthew Barney","","Experimental","5 films"
"Crossed Swords","Richard Fleischer","Oliver Reed, Raquel Welch","Adventure",""
"Crowned and Dangerous","Christopher Leitch","Yasmine Bleeth, Jill Clayburgh","Thriller","Made-for-TV"
"Danger Zone","Allan Eastman","Billy Zane, Robert Downey, Jr., Cary-Hiroyuki Tagawa","Action","Nu Image Films"
"Dangerous Ground","Darrell Roodt","Ice Cube, Elizabeth Hurley","Thriller",""
"Dante's Peak","Roger Donaldson","Pierce Brosnan, Linda Hamilton","Disaster film","Universal"
"Deconstructing Harry","Woody Allen","Kirstie Alley, Richard Benjamin, Billy Crystal, Judy Davis, Julia Louis-Dreyfus, Demi Moore","Comedy","Fine Line Features"
"Def Jam's How to Be a Player","Lionel C. Martin","Bill Bellamy","Comedy",""
"Defying Gravity","John Keitel","","Drama",""
"Demolition University","Kevin Tenney","Corey Haim, Ami Dolenz, Laraine Newman","Action","Direct-to-video"
"Detective Conan: The Time-Bombed Skyscraper","","","Crime","Animated film"
"The Devil's Advocate","Taylor Hackford","Keanu Reeves, Al Pacino, Charlize Theron","Thriller","Warner Bros."
"Different Strokes","Michael Paul Girard","Dana Plato, Bentley Mitchum","Drama",""
"Dogtown","George Hickenlooper","Mary Stuart Masterson, Jon Favreau","Drama","Vanguard Films"
"Donnie Brasco","Mike Newell","Al Pacino, Johnny Depp, Michael Madsen, Anne Heche, Bruno Kirby","Crime drama","story of Joseph Pistone"
"Double Team","Tsui Hark","Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke","Action","3 Razzie awards"
"Dream with the Fishes","Finn Taylor","David Arquette","Drama",""
"The Edge","Lee Tamahori","Anthony Hopkins, Alec Baldwin, Harold Perrineau","Thriller","script by David Mamet"
"Eight Days a Week","Michael Davis","Keri Russell","Comedy",""
"Elevated","Vincenzo Natali","","Short subject","17 minutes"
"Elvis Meets Nixon","Allan Arkush","Rick Peters, Bob Gunton","Comedy","Made-for-TV"
"The End of Violence","Wim Wenders","Bill Pullman, Andie MacDowell, Gabriel Byrne","Drama","Metro-Goldwyn-Mayer"
"Ernest Goes to Africa","John R. Cherry III","Jim Varney","Comedy","Direct-to-video"
"Eve's Bayou","Kasi Lemmons","Samuel L. Jackson, Lynn Whitfield","Drama",""
"Event Horizon","Paul W. S. Anderson","Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones, Jack Noseworthy, Jason Isaacs, Sean Pertwee","Science fiction","Paramount"
"The Ex","Mark L. Lester","Yancy Butler, Suzy Amis","Suspense",""
"Excess Baggage","Marco Brambilla","Alicia Silverstone, Benicio del Toro, Christopher Walken, Harry Connick, Jr.","Comedy",""
"Face/Off","John Woo","John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon, Dominique Swain","Action","won 2 Saturn Awards"
"FairyTale: A True Story","Charles Sturridge","Peter O'Toole, Harvey Keitel","Fantasy",""
"Fakin' Da Funk","Tim Chey","Pam Grier, Duane Martin","Comedy",""
"Fast, Cheap and Out of Control","Errol Morris","profile of 4 unusual occupations","Documentary",""
"Fathers' Day","Ivan Reitman","Robin Williams, Billy Crystal, Julia Louis-Dreyfus, Nastassja Kinski","Comedy","remake of Les Comperes"
"Favorite Son","","","",""
"Fierce Creatures","Fred Schepisi","John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin","Comedy","with A Fish Called Wanda cast"
"The Fifth Element","Luc Besson","Bruce Willis, Gary Oldman, Milla Jovovich, Chris Tucker, Ian Holm, Luke Perry","Science fiction","Gaumont Film Company"
"Fire Down Below","Félix Enríquez Alcalá","Steven Seagal, Marg Helgenberger, Kris Kristofferson, Harry Dean Stanton, Stephen Lang","Action","Warner Bros.; 4 Razzie nominations"
"Firehouse","""Alan Smithee""","Richard Dean Anderson, Edie Falco","Drama","Rysher Entertainment"
"Firelight","William Nicholson","Sophie Marceau","Drama","Nicholson's only film"
"First Time Felon","Charles S. Dutton","Omar Epps, Delroy Lindo","Crime drama",""
"Flash","","Lucas Black, Ellen Burstyn","Family","Made-for-TV"
"Flubber","Les Mayfield","Robin Williams","Comedy, Fantasy","Absent-Minded Professor remake"
"Flying Saucer Rock'n'Roll","","","Short subject","12 minutes"
"Free Willy 3: The Rescue","Sam Pillsbury","Jason James Richter","Family","2nd Free Willy sequel"
"Fools Rush In","Andy Tennant","Matthew Perry, Salma Hayek","Rom com","Columbia"
"For Richer or Poorer","Bryan Spicer","Tim Allen, Kirstie Alley","Comedy","Universal"
"Full Tilt Boogie","Sarah Kelly","","Documentary",""
"Future War","Anthony Doublin","Daniel Bernhardt","Science fiction",""
"G.I. Jane","Ridley Scott","Demi Moore, Viggo Mortensen, Anne Bancroft","Action","Razzie award for Moore"
"The Game","David Fincher","Michael Douglas, Sean Penn, James Rebhorn, Deborah Kara Unger, Carroll Baker","Psychological Thriller","Polygram Films"
"Gang Related","Jim Kouf","James Belushi, Tupac Shakur, Lela Rochon","Crime drama",""
"Gattaca","Andrew Niccol","Ethan Hawke, Uma Thurman, Jude Law","Science fiction","Columbia"
"George Wallace","John Frankenheimer","Gary Sinise, Mare Winningham, Angelina Jolie","Biography","Made-for-TV"
"George of the Jungle","Sam Weisman","Brendan Fraser, Leslie Mann, Thomas Haden Church","Comedy","Disney"
"Geri's Game","Jan Pinkava","","Animated, Short","Academy Award"
"Get a Clue","Terence H. Winkless","Ray Walston, Diane Ladd, Sally Kirkland","Family","based on Ellen Raskin book"
"Ghosts","Stan Winston","Michael Jackson","",""
"Going All the Way","Mark Pellington","Jeremy Davis, Ben Affleck, Amy Locane","Drama","Gramercy Pictures"
"Gone Fishin'","Christopher Cain","Joe Pesci, Danny Glover, Rosanna Arquette, Lynn Whitfield","Comedy","Caravan Pictures"
"Good Burger","Brian Robbins","Kenan Thompson, Kel Mitchell","Comedy",""
"Good Will Hunting","Gus Van Sant","Matt Damon, Robin Williams, Ben Affleck, Minnie Driver, Stellan Skarsgård","Drama","Oscars for Williams, screenplay"
"Goodbye America","Thierry Notz","Wolfgang Bodison, Corin Nemec","Action",""
"Grateful Dead: Downhill from Here","Len Dell'Amico","The Grateful Dead","Concert",""
"Gridlock'd","Vondie Curtis-Hall","Tim Roth, Tupac Shakur","Comedy, Crime",""
"Grosse Pointe Blank","George Armitage","John Cusack, Minnie Driver, Dan Aykroyd, Alan Arkin","Comedy","Caravan Pictures"
"Hacks","Gary Rosen","Stephen Rea, Illeana Douglas, John Ritter","Comedy","Shoreline"
"Hands on a Hard Body: The Documentary","S.R. Bindler","","Documentary",""
"Hard Eight","Paul Thomas Anderson","Philip Baker Hall, John C. Reilly, Gwyneth Paltrow","Drama","Anderson's first film"
"Hav Plenty","Christopher Scott Cherot","","Comedy",""
"Henry Fool","Hal Hartley","Thomas Jay Ryan, Parker Posey","Drama","Cannes script award"
"Hercules","Ron Clements, John Musker","","Family, Fantasy","Animated film"
"Highball","Noah Baumbach","Justine Bateman, Peter Bogdanovich","Comedy",""
"Hitler","","","",""
"Home Alone 3","Raja Gosnell","Alex D. Linz","Family","Second Home Alone sequel"
"Honey, We Shrunk Ourselves","Dean Cundey","Rick Moranis","Sci-fi","Direct-to-video sequel"
"Hoodlum","Bill Duke","Laurence Fishburne, Tim Roth, Vanessa Williams, Andy García","Crime","on Bumpy Johnson"
"The House of Yes","Mark Waters","Parker Posey","Comedy","based on Wendy MacLeod play"
"Hugo Pool","Robert Downey, Sr.","Alyssa Milano, Patrick Dempsey","Comedy","aka Pool Girl"
"Hurricane Streets","Morgan J. Freeman","Heather Matarazzo","Drama",""
"I Know What You Did Last Summer","Jim Gillespie","Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze, Jr., Johnny Galecki, Bridgette Wilson, Anne Heche","Horror","based on Lois Duncan novel"
"I Married a Strange Person!","","","",""
"I'm Bout It","","Master P","Drama",""
"The Ice Storm","Ang Lee","Kevin Kline, Joan Allen, Sigourney Weaver, Tobey Maguire, Christina Ricci, Elijah Wood","Drama","based on Rick Moody novel"
"In & Out","Frank Oz","Kevin Kline, Joan Cusack, Tom Selleck, Matt Dillon, Bob Newhart, Debbie Reynolds, Wilford Brimley","Comedy","Oscar nomination for Cusack"
"In the Company of Men","Neil LaBute","Aaron Eckhart, Matt Molloy","Comedy","based on LaBute's play"
"In the Gloaming","Christopher Reeve","Glenn Close, Bridget Fonda, Whoopi Goldberg, Robert Sean Leonard, David Strathairn","Drama","Made-for-TV"
"Inferno","","Don Wilson","Action",""
"The Informant","Jim McBride","Cary Elwes, Timothy Dalton","Drama","Made-for-TV"
"Intensity","Yves Simoneau","Piper Laurie, Molly Parker","Thriller","based on Dean Koontz novel"
"Inventing the Abbotts","Pat O'Connor","Liv Tyler, Jennifer Connelly, Joaquin Phoenix, Billy Crudup, Joanna Going","Comedy","based on Sue Miller story"
"It's In the Water","Kelly Herd","","Drama",""
"The Jackal","Michael Caton-Jones","Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora","Thriller","Remake of film Day of the Jackal"
"Jackie Brown","Quentin Tarantino","Pam Grier, Samuel L. Jackson, Robert Forster, Robert De Niro, Michael Keaton, Bridget Fonda, Chris Tucker","Crime drama","Based on the novel Rum Punch by Elmore Leonard"
"Jane Eyre","Robert Young","Samantha Morton, Ciarán Hinds","Drama","Based on Charlotte Brontë novel"
"Jungle 2 Jungle","John Pasquin","Tim Allen, Martin Short, JoBeth Williams, Lolita Davidovich, Sam Huntington","Comedy","Disney"
"Jungle Emperor Leo","Yoshio Takeuchi","","","Japan"
"Just in Time","Shawn Levy","Mark Moses, Brittany Alyse Smith","Rom com",""
"Just Write","Andrew Gallerani","Sherilyn Fenn, Jeremy Piven","Rom com","Curb Entertainment"
"Justice League of America","","","Animated","DC Comics"
"Keeping the Promise","Heldon Larry","Keith Carradine, Annette O'Toole","Family, Drama",""
"Keys to Tulsa","Leslie Greif","James Spader, Eric Stoltz, Mary Tyler Moore","Drama","Gramercy Pictures"
"Kiss the Girls","Gary Fleder","Morgan Freeman, Ashley Judd","Crime, Thriller","based on James Patterson novel"
"Knockin' On Heaven's Door","Thomas Jahn","Rutger Hauer","",""
"Kull the Conqueror","John Nicolella","Kevin Sorbo, Tia Carrere, Thomas Ian Griffith, Litefoot, Harvey Fierstein","Fantasy","Universal"
"Kundun","Martin Scorsese","","Biography","Dalai Lama"
"L.A. Confidential","Curtis Hanson","Kevin Spacey, Russell Crowe, Guy Pearce, Kim Basinger, Danny DeVito, James Cromwell, David Strathairn, Simon Baker","Crime drama","based on James Ellroy novel; Academy Awards for Basinger, screenplay"
"The Land Before Time V: The Mysterious Island","Charles Grosvenor","","Animated film","Direct-to-video"
"Last Stand at Saber River","Dick Lowry","Tom Selleck, Keith Carradine, Haley Joel Osment","Western","from Elmore Leonard novel"
"The Last Time I Committed Suicide","Stephen T. Kay","Thomas Jane, Keanu Reeves","Drama",""
"Latter-Day Saints","","","",""
"Lawn Dogs","John Duigan","Sam Rockwell, Mischa Barton, Kathleen Quinlan","Drama","Rank Organisation"
"Leave It to Beaver","Andy Cadiff","Christopher McDonald, Janine Turner","Family","based on TV series"
"Leprechaun 4: In Space","Brian Trenchard-Smith","Warwick Davis","Horror","sequel"
"Lewis and Clark and George","Rod McCall","Rose McGowan, Dan Gunther","Comedy",""
"Liar Liar","Tom Shadyac","Jim Carrey, Justin Cooper, Maura Tierney, Cary Elwes, Jennifer Tilly, Amanda Donohoe","Comedy","Universal"
"Liberty!","","Roger Rees, Philip Seymour Hoffman, Donna Murphy","Documentary","6-hour series"
"A Life Less Ordinary","Danny Boyle","Ewan McGregor, Cameron Diaz, Holly Hunter, Delroy Lindo, Ian Holm","Black comedy","Figment Films"
"Little City","Roberto Benabib","Josh Charles, Jon Bon Jovi, Penelope Ann Miller","Rom com",""
"Little Red Riding Hood","David Kaplan","","Short subject","12 minutes"
"Lolita","Adrian Lyne","Dominique Swain, Jeremy Irons, Frank Langella, Melanie Griffith","Drama","based on Vladimir Nabokov novel; remake of 1962 film"
"Lost Highway","David Lynch","Bill Pullman, Patricia Arquette, Balthazar Getty, Robert Loggia, Robert Blake","Suspense","October Films"
"The Lost World: Jurassic Park","Steven Spielberg","Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough","Science fiction","sequel to Jurassic Park; based on Michael Crichton novel"
"Love Jones","Theodore Witcher","Larenz Tate, Nia Long","Drama",""
"Love and Death on Long Island","Richard Kwietniowski","John Hurt, Jason Priestley","Drama","from Gilbert Adair novella"
"Love! Valour! Compassion!","Joe Mantello","Jason Alexander, John Glover","Drama","based on Terrence McNally play"
"Lovelife","Jon Harmon Feldman","Carla Gugino, Sherilyn Fenn","Rom com",""
"Lucky Three","Jem Cohen","","Short subject","11 minutes"
"MPG: Motion Picture Genocide","","","",""
"Mad City","Costa-Gavras","Dustin Hoffman, John Travolta, Mia Kirshner, Alan Alda","Crime drama","Gavras' last U.S. film"
"The Man Who Knew Too Little","Jon Amiel","Bill Murray, Joanne Whalley, Peter Gallagher","Comedy","based on Robert Farrar novel"
"Masterminds","Roger Christian","Patrick Stewart, Vincent Kartheiser","Comedy","Columbia"
"The MatchMaker","Mark Joffe","Janeane Garofalo, David O'Hara, Milo O'Shea, Denis Leary","Romantic comedy","set in Ireland"
"McHale's Navy","Bryan Spicer","Tom Arnold, Tim Curry, David Alan Grier, Debra Messing","Comedy","based on TV series"
"Mean Guns","Albert Pyun","Ice-T, Christopher Lambert","Crime drama",""
"Meet Wally Sparks","Peter Baldwin","Rodney Dangerfield, Burt Reynolds, Cindy Williams","Comedy","Trimark"
"The Member of the Wedding","Fielder Cook","Anna Paquin, Alfre Woodard","Drama","from Carson McCullers novel"
"Men in Black","Barry Sonnenfeld","Will Smith, Tommy Lee Jones, Vincent D'Onofrio, Linda Fiorentino, Rip Torn, Tony Shalhoub","Science fiction","based on comic-book series"
"Men with Guns","John Sayles","Mandy Patinkin","Drama",""
"Metro","Thomas Carter","Eddie Murphy, Michael Wincott, Michael Rapaport","Action","Touchstone"
"The Midas Touch","Peter Manoogian","Trever O'Brien","Fantasy",""
"Midnight in the Garden of Good and Evil","Clint Eastwood","Kevin Spacey, John Cusack, Jude Law","Drama","based on John Berendt novel"
"Mighty Ducks the Movie: The First Face-Off","","voices of Brad Garrett, James Belushi, Tim Curry","Animated",""
"Mimic","Guillermo del Toro","Mira Sorvino, Jeremy Northam, Josh Brolin, Charles S. Dutton, Giancarlo Giannini, F. Murray Abraham","Horror","Miramax"
"Miss Evers' Boys","Joseph Sargent","Alfre Woodard, Laurence Fishburne","Drama","Made-for-TV"
"Money Talks","Brett Ratner","Chris Tucker, Charlie Sheen, Heather Locklear","Comedy","New Line Cinema"
"Monty Roberts: A Real Horse Whisperer","","","Documentary",""
"Mortal Kombat: Annihilation","John R. Leonetti","Robin Shou, Talisa Soto, Sandra Hess, James Remar","Action","based on video game"
"Most Wanted","David Hogan","Keenen Ivory Wayans, Jon Voight, Jill Hennessy","Action",""
"MouseHunt","Gore Verbinski","Nathan Lane, Lee Evans, Christopher Walken, Maury Chaykin, William Hickey","Black comedy","DreamWorks"
"Mr. Magoo","Stanley Tong","Leslie Nielsen, Miguel Ferrer, Kelly Lynch, Malcolm McDowell","Comedy","based on the cartoon character"
"Mrs Dalloway","Marleen Gorris","Vanessa Redgrave, Natascha McElhone","Drama","based on Virginia Woolf novel"
"Murder at 1600","Dwight H. Little","Wesley Snipes, Diane Lane","Thriller","based on Margaret Truman novel"
"My Best Friend's Wedding","P. J. Hogan","Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett","Rom com","TriStar"
"My Teacher Ate My Homework","Stephen Williams","Shelley Duvall, Sheila McCarthy","Comedy",""
"The Myth of Fingerprints","Bart Freundlich","Blythe Danner, James LeGros, Julianne Moore, Roy Scheider","Drama","Good Machine Films"
"Nevada","Gary Tieche","Amy Brenneman, Kirstie Alley, Gabrielle Anwar","Drama",""
"Niagara, Niagara","Bob Gosse","Henry Thomas, Robin Tunney, Stephen Lang","Drama","Venice film fest award for Tunney"
"Night Falls on Manhattan","Sidney Lumet","Andy García, Richard Dreyfuss, Lena Olin, Ian Holm, Ron Leibman, James Gandolfini","Crime drama","based on Robert Daley novel"
"The Night Flier","Mark Pavia","Miguel Ferrer","Horror",""
"Night of the Demons 3","","","Horror",""
"Nightwatch","Ole Bornedahl","Ewan McGregor, Patricia Arquette, Nick Nolte","Thriller","remake of Nattevagten"
"Northern Lights","Linda Yellen","Diane Keaton","Family","First Disney Channel film"
"Nothing to Lose","Steve Oedekerk","Martin Lawrence, Tim Robbins, Kelly Preston","Comedy","Touchstone Pictures"
"Nowhere","Greg Araki","","Drama",""
"The Odyssey","Andrei Konchalovsky","Armand Assante, Isabella Rossellini, Greta Scacchi, Eric Roberts, Vanessa L. Williams","Adventure","TV miniseries"
"Office Killer","Cindy Sherman","Carol Kane, Molly Ringwald, Jeanne Tripplehorn","Comedy","Miramax"
"Oliver Twist","","Richard Dreyfuss, Elijah Wood","Family","Made-for-TV"
"Omega Doom","Albert Pyun","Rutger Hauer","Sci-fi",""
"On the 2nd Day of Christmas","James Frawley","Mary Stuart Masterson, Mark Ruffalo","Drama","Made-for-TV"
"On the Edge of Innocence","Peter Werner","Kellie Martin, Karen Young","",""
"One Eight Seven","Kevin Reynolds","Samuel L. Jackson, John Heard","Thriller","aka 187"
"One Night Stand","Mike Figgis","Wesley Snipes, Nastassja Kinski, Kyle MacLachlan, Ming-Na Wen, Robert Downey, Jr., Glenn Plummer","Drama","New Line Cinema"
"Orgazmo","Trey Parker","Trey Parker, Dian Bachar, Robyn Lynne Raab, Michael Dean Jacobs, Matt Stone","Comedy",""
"Oscar and Lucinda","Gillian Armstrong","Ralph Fiennes, Cate Blanchett, Tom Wilkinson","Drama","based on Peter Carey novel"
"Out to Sea","Martha Coolidge","Jack Lemmon, Walter Matthau, Dyan Cannon","Comedy","Davis Entertainment"
"Painted Angels","Jon Sanders","Brenda Fricker, Kelly McGillis","Western",""
"Paradise Road","Bruce Beresford","Glenn Close, Frances McDormand, Julianna Margulies","War, Drama","Fox Searchlight"
"The Peacemaker","Mimi Leder","George Clooney, Nicole Kidman","Action","first film from DreamWorks"
"Perfect Body","Douglass Barr","Amy Jo Johnson, Cathy Rigby","Drama","Made-for-TV"
"The Pest","Paul Miller","John Leguizamo, Freddy Rodriguez","Comedy","TriStar"
"Picture Perfect","Glenn Gordon Caron","Jennifer Aniston, Jay Mohr, Kevin Bacon","Romance","20th Century Fox"
"Playing God","Andy Wilson","David Duchovny, Timothy Hutton, Angelina Jolie","Drama","Beacon Pictures"
"Poison Ivy: The New Seduction","Kurt Voss","Jaime Pressly","Suspense","Direct-to-video sequel"
"Police 2020","","","",""
