"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Austin Powers in Goldmember","Jay Roach","Mike Myers, Beyoncé Knowles, Michael Caine","Comedy","Third film of series"
"Auto Focus","Paul Schrader","Greg Kinnear, Willem Dafoe, Maria Bello, Rita Wilson","Biography, Drama","based on a book by Robert Graysmith"
"Avenging Angelo","Martyn Burke","Sylvester Stallone, Madeleine Stowe, Anthony Quinn","Comedy, Crime","Quinn's final film"
"Back by Midnight","Harry Basil","Rodney Dangerfield, Phil LaMarr, Randy Quaid","Comedy",""
"Bad Company","Joel Schumacher","Anthony Hopkins, Chris Rock","Action, Comedy",""
"Ballistic: Ecks vs. Sever","Wych Kaosayananda","Antonio Banderas, Lucy Liu, Gregg Henry, Ray Park, Talisa Soto","Action",""
"The Banger Sisters","Bob Dolman","Goldie Hawn, Susan Sarandon, Geoffrey Rush","Comedy",""
"Barbershop","Tim Story","Ice Cube, Cedric the Entertainer","Comedy",""
"Below","David Twohy","Bruce Greenwood, Olivia Williams, Matthew Davis","War, Horror",""
"The Pianist","","","",""
"Better Luck Tomorrow","Justin Lin","Parry Shen, Jason Tobin, Sung Kang","Crime drama",""
"Big Fat Liar","Shawn Levy","Frankie Muniz, Paul Giamatti, Amanda Bynes","Comedy, Family",""
"Big Trouble","Barry Sonnenfeld","Tim Allen, Rene Russo, Stanley Tucci, Dennis Farina, Jason Lee, Tom Sizemore, Omar Epps, Zooey Deschanel, Ben Foster, Sofia Vergara","Comedy, Crime","based on a novel by Dave Barry"
"Biggie & Tupac","Nick Broomfield","deaths of Biggie Smalls and Tupac Shakur","Documentary",""
"Birthday Girl","Jez Butterworth","Nicole Kidman, Ben Chaplin, Vincent Cassel","Crime",""
"Blade II","Guillermo del Toro","Wesley Snipes, Kris Kristofferson, Ron Perlman","Action, horror","Sequel to Blade"
"Blood Work","Clint Eastwood","Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus","Crime drama","Based on a novel by Michael Connelly"
"Blue Crush","John Stockwell","Kate Bosworth, Michelle Rodriguez, Matthew Davis","Romance",""
"Book of Love","Jeffrey W. Byrd","Eric K. George, Treach, Richard T. Jones","Romance",""
"The Bourne Identity","Doug Liman","Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox, Julia Stiles","Action, Thriller","Based on a novel by Robert Ludlum"
"Bowling for Columbine","Michael Moore","the Columbine High School massacre","Documentary","won Academy Award for Best Documentary"
"Brown Sugar","Rick Famuyiwa","Taye Diggs, Sanaa Lathan, Mos Def","Romance","based on ""I Used to Love H.E.R."" by Common"
"Bubba Ho-tep","Don Coscarelli","Bruce Campbell, Ossie Davis, Ella Joyce","Comedy, Horror","based on Bubba Ho-tep by Joe R. Lansdale"
"The Burial Society","Nicholas Racz","Rob LaBelle, Jan Rubes, Allan Rich","Thriller",""
"Buying the Cow","Walt Becker","Jerry O'Connell, Bridgette Wilson, Alyssa Milano","Comedy",""
"Cabin Fever","Eli Roth","Rider Strong, Jordan Ladd, James DeBello","Horror",""
"Carrie","David Carson","Angela Bettis, Patricia Clarkson, Rena Sofer","Horror",""
"Catch Me If You Can","Steven Spielberg","Leonardo DiCaprio, Tom Hanks, Christopher Walken, Amy Adams, Martin Sheen, Nathalie Baye, James Brolin","Comedy, Drama","based on a book by Frank Abagnale"
"Chance","Amber Benson","Amber Benson, James Marsters, Christine Estabrook, Andy Hallett","Comedy",""
"Changing Lanes","Roger Michell","Ben Affleck, Samuel L. Jackson, Toni Collette","Thriller",""
"Chat Room","Barry Bowles","Brian Hooks, Christopher Richards","Comedy",""
"Chelsea Walls","Ethan Hawke","Kris Kristofferson, Uma Thurman","Drama",""
"Chicago","Rob Marshall","Renée Zellweger, Catherine Zeta-Jones, Richard Gere, Queen Latifah, John C. Reilly, Taye Diggs","Musical","based on the Broadway musical won Academy Award for Best Picture"
"Ciao America","Frank Ciota","Eddie Malavarca, Maurizio Nichetti, Violante Placido, Giancarlo Giannini, Paul Sorvino","Comedy",""
"City by the Sea","Michael Caton-Jones","Robert De Niro, James Franco, Eliza Dushku, Frances McDormand","Crime drama",""
"City of Ghosts","Matt Dillon","Matt Dillon, James Caan, Natascha McElhone","Drama",""
"Civil Brand","Neema Barnette","LisaRaye McCoy, Lark Voorhies, Mos Def","Action",""
"Clockstoppers","Jonathan Frakes","Jesse Bradford, Paula Garcés, French Stewart, Michael Biehn, Robin Thomas","Science fiction",""
"The Cockettes","Bill Weber, David Weissman","the career of The Cockettes","Documentary",""
"Collateral Damage","Andrew Davis","Arnold Schwarzenegger, Elias Koteas, Francesca Neri, Cliff Curtis, John Leguizamo, John Turturro","Action",""
"The Crocodile Hunter: Collision Course","John Stainton","Steve Irwin, Terri Irwin, Neil Fanning","Adventure",""
"Comedian","Christian Charles","the stand-up comedy of Jerry Seinfeld","Documentary",""
"Confessions of a Dangerous Mind","George Clooney","Sam Rockwell, Drew Barrymore, George Clooney, Julia Roberts","Biography","based on a book by Chuck Barris"
"The Count of Monte Cristo","Kevin Reynolds","James Caviezel, Guy Pearce, Dagmara Dominczyk, Richard Harris","Adventure","based on a novel by Alexandre Dumas, père"
"The Country Bears","Peter Hastings","Don Henley, Haley Joel Osment, Diedrich Bader, Christopher Walken","Family","based on Country Bear Jamboree"
"Crazy as Hell","Eriq La Salle","Eriq La Salle, Michael Beach, Ronny Cox, Tia Texada","Horror",""
"Crossroads","Tamra Davis","Britney Spears, Anson Mount, Zoe Saldana, Taryn Manning, Kim Cattrall, Dan Aykroyd","Comedy, Drama","8 Razzie nominations"
"Cypher","Vincenzo Natali","Jeremy Northam, Lucy Liu, Nigel Bennett","Science-fiction",""
"The Dancer Upstairs","John Malkovich","Javier Bardem, Juan Diego Botto, Laura Morante","Crime drama","based on The Dancer Upstairs by Nicholas Shakespeare"
"The Dangerous Lives of Altar Boys","Peter Care","Emile Hirsch, Kieran Culkin, Jena Malone","Comedy, Drama","based on a book by Chris Fuhrman"
"Dark Blue","Ron Shelton","Kurt Russell, Scott Speedman, Michael Michele","Crime drama",""
"Darkness","Jaume Balagueró","Anna Paquin, Lena Olin, Iain Glen","Horror",""
"Daughter from Da Nang","Gail Dolgin, Vicente Franco","the life of a child from Operation Babylift","Documentary","winner of Grand Jury Prize: Documentary"
"Death to Smoochy","Danny DeVito","Robin Williams, Edward Norton, Danny DeVito, Catherine Keener, Jon Stewart","Comedy",""
"Demon Island","David and Scott Hillenbrand","Nicholas Brendon, Jaime Pressley, Eugene Byrd","Horror",""
"Deuces Wild","Scott Kalvert","Stephen Dorff, Brad Renfro, Fairuza Balk","Action",""
"Divine Secrets of the Ya-Ya Sisterhood","Callie Khouri","Ellen Burstyn, Sandra Bullock, James Garner, Ashley Judd, Maggie Smith","Comedy","based on a book by Rebecca Wells"
"Dragonfly","Tom Shadyac","Kevin Costner, Joe Morton, Ron Rifkin, Linda Hunt, Kathy Bates","Drama",""
"Drumline","Charles Stone III","Nick Cannon, Zoe Saldana, Orlando Jones","Drama, Musical",""
"Easy Listening","Pamela Corkey","David Ian, Traci Crouch, Timothy Crow","Comedy",""
"Eight Crazy Nights","Seth Kearsley","Adam Sandler, Allen Covert, Jack Giarraputo","Animation",""
"Eight Legged Freaks","Ellory Elkayem","David Arquette, Kari Wührer, Scarlett Johansson","Comedy, Horror",""
"The Emperor's Club","Michael Hoffman","Kevin Kline, Emile Hirsch, Embeth Davidtz, Rob Morrow, Harris Yulin, Jesse Eisenberg","Drama","based on The Palace Thief by Ethan Canin"
"Empire","Franc. Reyes","John Leguizamo, Peter Sarsgaard, Denise Richards, Delilah Cotto","Crime drama",""
"Enough","Michael Apted","Jennifer Lopez, Billy Campbell, Juliette Lewis, Noah Wyle","Thriller",""
"Equilibrium","Kurt Wimmer","Christian Bale, Taye Diggs, Emily Watson, Angus Macfadyen, Sean Bean, William Fichtner","Science fiction",""
"Evelyn","Bruce Beresford","Sophie Vavasseur, Pierce Brosnan, Aidan Quinn","Drama",""
"Far from Heaven","Todd Haynes","Julianne Moore, Dennis Quaid, Dennis Haysbert","Drana","winner of Satellite Award for Best Film – Drama"
"FeardotCom","William Malone","Stephen Dorff, Natascha McElhone, Stephen Rea","Crime, Horror",""
"The First $20 Million Is Always the Hardest","Mick Jackson","Adam Garcia, Rosario Dawson, Jake Busey","Comedy",""
"Frida","Julie Taymor","Salma Hayek, Alfred Molina, Geoffrey Rush","Biography, Drama","based on a biography by Hayden Herrera"
"Friday After Next","Marcus Raboy","Ice Cube, Mike Epps, John Witherspoon","Comedy","Sequel to Next Friday"
"The Four Feathers","Shekhar Kapur","Heath Ledger, Wes Bentley, Kate Hudson","Drama, War","based on a book by A. E. W. Mason"
"Full Frontal","Steven Soderbergh","David Duchovny, Nicky Katt, Catherine Keener, Julia Roberts, Blair Underwood","Comedy",""
"Gangs of New York","Martin Scorsese","Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Liam Neeson, Henry Thomas, Jim Broadbent, Brendan Gleeson","Crime drama","based on a book by Herbert Asbury; 10 Oscar nominations"
"Ghost Ship","Steve Beck","Gabriel Byrne, Julianna Margulies, Desmond Harrington, Isaiah Washington, Karl Urban, Emily Browning","Horror",""
"The Good Girl","Miguel Arteta","Jennifer Aniston, Jake Gyllenhaal, John C. Reilly","Romance",""
"Groom Lake","William Shatner","William Shatner, Dan Gauthier, Amy Acker","Horror",""
"The Guru","Daisy von Scherler Mayer","Jimi Mistry, Heather Graham, Marisa Tomei","Musical comedy",""
"The Guys","Jim Simpson","Sigourney Weaver, Anthony LaPaglia, Jim Simpson","Drama","based on a book by Ann Nelson"
"Half Past Dead","Don Michael Paul","Steven Seagal, Morris Chestnut, Ja Rule","Action",""
"Halloween: Resurrection","Rick Rosenthal","Busta Rhymes, Bianca Kajlich, Thomas Ian Nicholas, Tyra Banks, Sean Patrick Thomas","Horror",""
"Harry Potter and the Chamber of Secrets","Chris Columbus","Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Alan Rickman, Maggie Smith, Richard Harris, Kenneth Branagh","Family, Fantasy","based on a novel by J. K. Rowling"
"Hart's War","Gregory Hoblit","Bruce Willis, Colin Farrell, Terrence Howard","War","based on a book by John Katzenbach"
"Hey Arnold!: The Movie","Tuck Tucker","Spencer Klein, Francesca Smith, Jamil Walker Smith","Animation",""
"High Crimes","Carl Franklin","Ashley Judd, Morgan Freeman, James Caviezel","Thriller","based on a book by Joseph Finder"
"Highway","James Cox","Jared Leto, Jake Gyllenhaal, Selma Blair","Drama",""
"Hollywood Ending","Woody Allen","Woody Allen, George Hamilton, Téa Leoni, Debra Messing","Comedy",""
"Home Room","Paul F. Ryan","Erika Christensen, Busy Philipps, Victor Garber","Drama",""
"The Hot Chick","Tom Brady","Rob Schneider, Rachel McAdams, Anna Faris","Comedy",""
"The Hours","Stephen Daldry","Nicole Kidman, Julianne Moore, Meryl Streep, Ed Harris","Drama","based on a book by Michael Cunningham winner of the Golden Globe Award for Best Motion Picture – Drama"
"Hysterical Blindness","Mira Nair","Uma Thurman, Juliette Lewis, Gena Rowlands, Ben Gazzara","Drama","TV movie"
"I Spy","Betty Thomas","Owen Wilson, Eddie Murphy, Famke Janssen, Malcolm McDowell","Action","based on television series"
"Ice Age","Chris Wedge, Carlos Saldanha","Ray Romano, John Leguizamo, Denis Leary","Animation",""
"Igby Goes Down","Burr Steers","Kieran Culkin, Claire Danes, Jeff Goldblum, Susan Sarandon","Comedy, Drama",""
"Impostor","Gary Fleder","Gary Sinise, Madeleine Stowe, Mekhi Phifer, Vincent D'Onofrio","Science fiction","based on a story by Philip K. Dick"
"Interstate 60","Bob Gale","James Marsden, Gary Oldman, Amy Smart","Comedy, Drama",""
"Insomnia","Christopher Nolan","Al Pacino, Robin Williams, Hilary Swank","Thriller","based on 1997 film of same name"
"Jackass: The Movie","Jeff Tremaine","Johnny Knoxville, Bam Margera, Chris Pontius, Steve-O","Reality","based on television series"
"Jason X","James Isaac","Kane Hodder, Lexa Doig, Lisa Ryder","Horror","Sequel to Jason Goes to Hell: The Final Friday"
"John Q","Nick Cassavetes","Denzel Washington, Robert Duvall, James Woods, Anne Heche, Ray Liotta","Crime drama",""
"Jonah: A VeggieTales Movie","Phil Vischer, Mike Nawrocki","Phil Vischer, Mike Nawrocki, Tim Hodge, Lisa Vischer","Animation",""
"Juwanna Mann","Jesse Vaughan","Miguel A. Núñez, Jr., Vivica A. Fox, Harrison Finkea","Comedy",""
"K-19: The Widowmaker","Kathryn Bigelow","Harrison Ford, Liam Neeson","Historical drama",""
"K-9: P.I.","Richard J. Lewis","James Belushi","Comedy",""
"The Kid Stays in the Picture","Nanette Burstein, Brett Morgen","the life of film producer Robert Evans","Documentary","winner of Satellite Award for Best Documentary Film; based on book by Robert Evans"
"Killing Me Softly","Chen Kaige","","Drama, Mystery, Romance",""
"Kiss the Bride","Vanessa Parise","Amanda Detmer, Sean Patrick Flanery, Brooke Langton","Romance",""
"Kung Pow! Enter the Fist","Steve Oedekerk","Steve Oedekerk, Jennifer Tung, Lung Fei","Comedy",""
"The Laramie Project","Moisés Kaufman","Nestor Carbonell, Christina Ricci, Dylan Baker","Crime drama","based on a book by Moisés Kaufman"
"Last Call","Henry Bromell","Jeremy Irons, Neve Campbell, Sissy Spacek","Drama","based on Against the Current: As I Remember F. Scott Fitzgerald by Frances Kroll Ring"
"Laurel Canyon","Lisa Cholodenko","Frances McDormand, Christian Bale, Kate Beckinsalee","Drama",""
"Life or Something Like It","Stephen Herek","Angelina Jolie, Edward Burns, Tony Shalhoub, Stockard Channing","Comedy",""
"Like Mike","John Schultz","Bow Wow, Morris Chestnut, Jonathan Lipnicki","Comedy",""
"Lilo & Stitch","Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere","Animation",""
"The Lord of the Rings: The Two Towers","Peter Jackson","Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Orlando Bloom, Christopher Lee, Cate Blanchett","Adventure, Fantasy","based on The Two Towers by J. R. R. Tolkien"
"Maid in Manhattan","Wayne Wang","Jennifer Lopez, Ralph Fiennes, Natasha Richardson","Romance",""
"The Man from Elysian Fields","George Hickenlooper","Andy García, Mick Jagger, Olivia Williams, James Coburn","Drama",""
"The Master of Disguise","Perry Andelin Blake","Dana Carvey, Jennifer Esposito, Harold Gould","Comedy",""
"Men in Black II","Barry Sonnenfeld","Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson","Comedy, Science fiction","Sequel to Men in Black"
"Minority Report","Steven Spielberg","Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow","Science fiction","based on a story by Philip K. Dick"
"Moonlight Mile","Brad Silberling","Jake Gyllenhaal, Dustin Hoffman, Susan Sarandon","Romance",""
"The Mothman Prophecies","Mark Pellington","Richard Gere, Laura Linney, Debra Messing","Drama","based on a book by John Keel"
"Mr. Deeds","Steven Brill","Adam Sandler, Winona Ryder, John Turturro, Peter Gallagher","Comedy","based on film Mr. Deeds Goes to Town"
"Murder by Numbers","Barbet Schroeder","Sandra Bullock, Ben Chaplin, Ryan Gosling, Michael Pitt","Crime drama",""
"My Big Fat Greek Wedding","Joel Zwick","Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan, Joey Fatone","Comedy","winner of Satellite Award for Best Film – Musical or Comedy"
"Narc","Joe Carnahan","Jason Patric, Ray Liotta, Chi McBride","Crime drama",""
"National Lampoon's Van Wilder","Walt Becker","Ryan Reynolds, Tara Reid, Kal Penn","Comedy",""
"New Best Friend","Zoe Clarke-Williams","Mia Kirshner, Meredith Monroe, Dominique Swain","Thriller",""
"The New Guy","Ed Decter","DJ Qualls, Eliza Dushku, Zooey Deschanel","Comedy",""
"Nicholas Nickleby","Douglas McGrath","Charlie Hunnam, Christopher Plummer, Jamie Bell, Anne Hathaway","Drama","based on Charles Dickens story"
"Night at the Golden Eagle","Adam Rifkin","Donnie Mantemarano, Vinny Argiro, Natasha Lyonne","Drama",""
"On Line","Jed Weintrob","Josh Hamilton, Harold Perrineau, Vanessa Ferlito","Drama",""
"One Hour Photo","Mark Romanek","Robin Williams, Connie Nielsen, Michael Vartan","Thriller",""
"Orange County","Jake Kasdan","Colin Hanks, Jack Black, Schuyler Fisk","Comedy",""
"Paid in Full","Charles Stone III","Wood Harris, Regina Hall, Kevin Carroll","Crime drama",""
"Panic Room","David Fincher","Jodie Foster, Kristen Stewart, Forest Whitaker, Jared Leto, Dwight Yoakam","Thriller",""
"Path to War","John Frankenheimer","Michael Gambon, Alec Baldwin, Donald Sutherland, Felicity Huffman, Tom Skeritt, Frederic Forrest, Diana Scarwid","Drama, Biography","made for TV; Golden Globe award for Sutherland; Frankenheimer's final film"
"Personal Velocity: Three Portraits","Rebecca Miller","Kyra Sedgwick, Parker Posey, Fairuza Balk","Drama","winner of Grand Jury Prize: Dramatic"
"Pinocchio","Roberto Benigni","Roberto Benigni, Nicoletta Braschi, Kim Rossi Stuart","Family","based on The Adventures of Pinocchio by Carlo Collodi; 6 Razzie nominations"
"Poolhall Junkies","Mars Callahan","Mars Callahan, Alison Eastwood, Chazz Palminteri","Thriller",""
"Possession","Neil LaBute","Aaron Eckhart, Gwyneth Paltrow, Jeremy Northam, Jennifer Ehle","Drama","based on a book by A. S. Byatt"
"The Powerpuff Girls Movie","Craig McCracken","Cathy Cavadini, Tara Strong, E.G. Daily","Animation",""
"Prisoner of Paradise","Malcolm Clarke, Stuart Sender","the life of Kurt Gerron","Documentary",""
"Pumpkin","Anthony Abrams, Adam Larson Broder","Christina Ricci, Hank Harris, Brenda Blethyn","Comedy",""
"Punch-Drunk Love","Paul Thomas Anderson","Adam Sandler, Emily Watson, Philip Seymour Hoffman, Luis Guzmán","Comedy, Drama",""
"Queen of the Damned","Michael Rymer","Aaliyah, Stuart Townsend, Marguerite Moreau","Horror","based on a novel by Anne Rice"
"The Quiet American","Phillip Noyce","Michael Caine, Brendan Fraser","Drama","based on a novel by Graham Greene"
"R.S.V.P.","Mark Anthony Galluzzo","Rick Otto, Lucas Babin, Glenn Quinn","Comedy",""
"Real Women Have Curves","Patricia Cardoso","America Ferrera, Lupe Ontiveros","Comedy","based on a play by Josefina Lopez"
"Red Dragon","Brett Ratner","Edward Norton, Anthony Hopkins, Ralph Fiennes, Emily Watson, Harvey Keitel, Philip Seymour Hoffman, Mary-Louise Parker","Crime drama","based on a novel by Thomas Harris; prequel to Silence of the Lambs"
"Reign of Fire","Rob Bowman","Christian Bale, Matthew McConaughey, Izabella Scorupco, Gerard Butler","Adventure",""
"Return to Never Land","Robin Budd, Donovan Cook","Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett","Animation","preceded by Peter Pan"
"The Ring","Gore Verbinski","Naomi Watts, Daveigh Chase, Martin Henderson","Horror",""
"Ripley's Game","Liliana Cavani","John Malkovich, Dougray Scott, Ray Winstone","Thriller","based on Patricia Highsmith novel"
"Road to Perdition","Sam Mendes","Tom Hanks, Paul Newman, Jude Law, Daniel Craig, Jennifer Jason Leigh, Tyler Hoechlin, Dylan Baker, Stanley Tucci","Crime drama","Based on a graphic novel by Max Allan Collins; 6 Oscar nominations"
"Roger Dodger","Dylan Kidd","Campbell Scott, Jesse Eisenberg, Isabella Rossellini","Comedy",""
"Rollerball","John McTiernan","Chris Klein, Jean Reno, LL Cool J, Rebecca Romijn, Naveen Andrews","Science fiction","based on 1975 film of same name"
"The Rookie","John Lee Hancock","Dennis Quaid, Rachel Griffiths, Jay Hernandez, Brian Cox","Biography",""
"The Rules of Attraction","Roger Avary","James van der Beek, Shannyn Sossamon, Ian Somerhalder","Comedy","based on a novel by Bret Easton Ellis"
"S1m0ne","Andrew Niccol","Al Pacino, Catherine Keener, Rachel Roberts","Science fiction",""
"The Salton Sea","D. J. Caruso","Val Kilmer, Vincent D'Onofrio, Peter Sarsgaard","Crime drama",""
"The Santa Clause 2","Michael Lembeck","Tim Allen, Elizabeth Mitchell, David Krumholtz","Comedy","Sequel"
"Scooby-Doo","Raja Gosnell","Sarah Michelle Gellar, Freddie Prinze, Jr., Matthew Lillard, Linda Cardellini","Family","based on TV show"
"The Scorpion King","Chuck Russell","Dwayne Johnson, Steven Brand, Kelly Hu, Michael Clarke Duncan, Peter Facinelli","Action",""
"The Secret Lives of Dentists","Alan Rudolph","Campbell Scott, Hope Davis, Denis Leary","Drama","based on The Age of Grief by Jane Smiley"
"Secretary","Steven Shainberg","James Spader, Maggie Gyllenhaal","Drama","based on Bad Behavior by Mary Gaitskill"
"Serving Sara","Reginald Hudlin","Matthew Perry, Elizabeth Hurley, Bruce Campbell","Romance",""
"Showboy","Christian Taylor","Christian Taylor, Lindy Heymann, Joe Daly","Mockumentary",""
"Showtime","Tom Dey","Robert De Niro, Eddie Murphy, Rene Russo, William Shatner","Crime comedy",""
"The Singles Ward","Kurt Hale","Will Swenson, Connie Young, Daryn Tufts","Comedy",""
"Signs","M. Night Shyamalan","Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin","Science fiction",""
"Slackers","Dewey Nicks","Jason Schwartzman, Devon Sawa, Jason Segel","Comedy",""
"Snow Dogs","Brian Levant","Cuba Gooding, Jr., James Coburn, Nichelle Nichols","Family",""
"Solaris","Steven Soderbergh","George Clooney, Natascha McElhone, Viola Davis","Science fiction","based on Solaris by Stanisław Lem"
"Sorority Boys","Wallace Wolodarsky","Barry Watson, Michael Rosenbaum, Harland Williams","Comedy",""
"Spellbound","Jeffrey Blitz","the 1999 Scripps National Spelling Bee","Documentary",""
"Spider-Man","Sam Raimi","Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons","Superhero","Based on the Marvel Comics character"
"Spirit: Stallion of the Cimarron","Kelly Asbury, Lorna Cook","Matt Damon, James Cromwell, Daniel Studi","Animation",""
"Spun","Jonas Åkerlund","Jason Schwartzman, Brittany Murphy, Mickey Rourke","Comedy",""
"Spy Kids 2: The Island of Lost Dreams","Robert Rodriguez","Alexa Vega, Emily Osment, Daryl Sabara, Antonio Banderas","Action","Sequel"
"Star Wars: Episode II – Attack of the Clones","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen","Science fiction","preceded by Star Wars: Episode I – The Phantom Menace; 7 Razzie nominations"
"Star Trek Nemesis","Stuart Baird","Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden, Marina Sirtis, Tom Hardy","Science fiction",""
"State Property","Abdul Malik Abbott","Beanie Sigel, Jay-Z, Damon Dash","Crime drama",""
"Stealing Harvard","Bruce McCulloch","Jason Lee, Tom Green, Leslie Mann, Megan Mullally, Tammy Blanchard","Comedy",""
"Stevie","Steve James","the long-term relationships of Big Brothers Big Sisters of America","Documentary",""
"Stolen Summer","Pete Jones","Adiel Stein, Aidan Quinn, Bonnie Hunt","Drama","Project Greenlight winner"
"Stuart Little 2","Rob Minkoff","Geena Davis, Hugh Laurie, Jonathan Lipnicki, Michael J. Fox, Melanie Griffith, Nathan Lane, James Woods, Steve Zahn","Family","Sequel"
"The Sum of All Fears","Phil Alden Robinson","Ben Affleck, Morgan Freeman, James Cromwell","Thriller","Based on a novel by Tom Clancy"
"Sunshine State","John Sayles","Angela Bassett, Edie Falco","Drama",""
"The Sweetest Thing","Roger Kumble","Cameron Diaz, Christina Applegate, Selma Blair","Comedy",""
"Sweet Home Alabama","Andy Tennant","Reese Witherspoon, Josh Lucas, Patrick Dempsey, Candice Bergen","Comedy",""
"Swept Away","Guy Ritchie","Madonna, Adriano Giannini, Bruce Greenwood, Jeanne Tripplehorn","Adventure","Based on Lina Wertmüller film of same name; Winner of 5 Razzie awards"
"Swimfan","John Polson","Jesse Bradford, Erika Christensen, Shiri Appleby","Thriller",""
"Tadpole","Gary Winick","Aaron Stanford, Bebe Neuwirth, Sigourney Weaver, John Ritter","Comedy",""
"They","Robert Harmon","Laura Regan, Marc Blucas, Ethan Embry","Horror",""
"Time Changer","Rich Christiano","D. David Morin, Gavin MacLeod","Science fiction",""
"The Time Machine","Simon Wells","Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy","Science fiction","Based on a novel by H. G. Wells"
"Timequest","Robert Dyke","Victor Slezak, Caprice Benedetti, Bruce Campbell","Science fiction",""
"The Transporter","Corey Yuen","Jason Statham, Shu Qi, Matt Schulze","Action",""
"Trapped","Luis Mandoki","Charlize Theron, Courtney Love, Stuart Townsend, Kevin Bacon, Dakota Fanning","Crime","based on 24 Hours by Greg Iles"
"Treasure Planet","Ron Clements, John Musker","Joseph Gordon-Levitt, Brian Murray, David Hyde Pierce","Animation","Based on a novel by Robert Louis Stevenson"
"The Trials of Henry Kissinger","Eugene Jarecki","the alleged war crimes of Henry Kissinger","Documentary","based on a story by Christopher Hitchens"
"The Truth About Charlie","Jonathan Demme","Mark Wahlberg, Thandie Newton, Tim Robbins","Thriller","Based on film Charade"
"Tuck Everlasting","Jay Russell","Alexis Bledel, Jonathan Jackson, William Hurt, Sissy Spacek","Drama","based on a book by Natalie Babbitt"
"The Tuxedo","Kevin Donovan","Jackie Chan, Jennifer Love Hewitt, Jason Isaacs","Action, Comedy",""
"Two Weeks Notice","Marc Lawrence","Sandra Bullock, Hugh Grant","Comedy",""
"Undercover Brother","Malcolm D. Lee","Eddie Griffin, Chris Kattan, Dave Chappelle","Action",""
"Undisputed","Walter Hill","Wesley Snipes, Ving Rhames, Peter Falk","Drama",""
"Unfaithful","Adrian Lyne","Diane Lane, Richard Gere, Olivier Martinez","Thriller",""
"Waking Up in Reno","Jordan Brady","Natasha Richardson, Billy Bob Thornton, Charlize Theron, Patrick Swayze","Comedy",""
"A Walk to Remember","Adam Shankman","Shane West, Mandy Moore, Peter Coyote, Daryl Hannah","Romance","Based on a novel by Nicholas Sparks"
