"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Christopher Columbus: The Discovery","John Glen","Georges Corraface, Rachel Ward, Tom Selleck, Marlon Brando","Adventure, Biography","6 Razzie nominations"
"Claire of the Moon","","","",""
"Class Act","Randall Miller","Kid 'n Play","Comedy",""
"Consenting Adults","Alan J. Pakula","Kevin Kline, Mary Elizabeth Mastrantonio, Kevin Spacey, Rebecca Miller, Forest Whitaker","Thriller","Hollywood Pictures"
"Cool World","Ralph Bakshi","Kim Basinger, Gabriel Byrne, Brad Pitt","Fantasy","Animation, live-action mix"
"CrissCross","Chris Menges","Goldie Hawn, Arliss Howard","Drama","MGM"
"Crossing the Bridge","Mike Binder","Josh Charles, Jason Gedrick, Stephen Baldwin","Drama",""
"Cruel Doubt","Yves Simoneau","Blythe Danner, Ed Asner, Gwyneth Paltrow","Crime drama","TV; from Joe McGinniss book"
"The Cutting Edge","Paul Michael Glaser","D. B. Sweeney, Moira Kelly","Romance","led to 3 sequels"
"Death Becomes Her","Robert Zemeckis","Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini","Comedy","Oscar for visual effects"
"Deep Cover","Bill Duke","Laurence Fishburne, Jeff Goldblum","Thriller","New Line Cinema"
"Diggstown","Michael Ritchie","James Woods, Louis Gossett, Jr., Oliver Platt, Heather Graham, Bruce Dern","Drama","aka Midnight Sting"
"The Distinguished Gentleman","Jonathan Lynn","Eddie Murphy, Lane Smith","Comedy","Hollywood Pictures"
"Dr. Giggles","Manny Coto","Larry Drake, Holly Marie Combs, Cliff DeYoung","Horror","Universal"
"Encino Man","Les Mayfield","Brendan Fraser, Sean Astin, Pauly Shore","Comedy","aka California Man"
"Equinox","Alan Rudolph","Matthew Modine, Lara Flynn Boyle, Marisa Tomei","Drama","4 Spirit nominations"
"Falling from Grace","John Mellencamp","John Mellencamp, Mariel Hemingway, Kay Lenz","Drama","from Larry McMurtry story"
"Far and Away","Ron Howard","Tom Cruise, Nicole Kidman","Drama","Universal; based on land run"
"FernGully: The Last Rainforest","Bill Kroyer","Jonathan Ward, Samantha Mathis, Tim Curry, Robin Williams, Christian Slater","Animated","20th Century Fox"
"A Few Good Men","Rob Reiner","Tom Cruise, Demi Moore, Jack Nicholson, Kiefer Sutherland, Kevin Bacon","Drama","based on play by Aaron Sorkin"
"Fifty/Fifty","Charles Martin Smith","Peter Weller, Robert Hays","Comedy","Cannon"
"Final Analysis","Phil Joanou","Richard Gere, Kim Basinger, Uma Thurman, Eric Roberts, Keith David","Thriller","3 Razzie nominations"
"Folks!","Ted Kotcheff","Tom Selleck, Don Ameche, Anne Jackson","Comedy","Fox"
"Forever Young","Steve Miner","Mel Gibson, Jamie Lee Curtis, Elijah Wood","Fantasy","written by J.J. Abrams"
"Four Eyes and Six Guns","Piers Haggard","Judge Reinhold, Patricia Clarkson, Fred Ward","Comedy Western",""
"Freejack","Geoff Murphy","Emilio Estevez, Anthony Hopkins, Mick Jagger, Rene Russo","Sci-fi","Warner Bros."
"Frozen Assets","George T. Miller","Shelley Long, Corbin Bernsen","Comedy","RKO, Fox"
"Gas Food Lodging","Allison Anders","Brooke Adams, Ione Skye","Drama","Cineville"
"Gladiator","Rowdy Herrington","Cuba Gooding, Jr., James Marshall, Brian Dennehy","Drama","Columbia"
"Glengarry Glen Ross","James Foley","Al Pacino, Jack Lemmon, Ed Harris, Kevin Spacey, Alec Baldwin, Alan Arkin, Jonathan Pryce","Drama","based on play by David Mamet"
"The Gun in Betty Lou's Handbag","Allan Moyle","Penelope Ann Miller, Eric Thal, Alfre Woodard, Cathy Moriarty, Julianne Moore","Comedy","Interscope"
"The Hand That Rocks the Cradle","Curtis Hanson","Rebecca De Mornay, Annabella Sciorra, Matt McCoy, Ernie Hudson, Julianne Moore, Madeline Zima","Thriller","Interscope"
"Hero","Stephen Frears","Dustin Hoffman, Geena Davis, Andy García","Comedy","Columbia"
"Highway to Hell","Ate de Jong","Chad Lowe, Kristy Swanson","Horror",""
"Hoffa","Danny DeVito","Jack Nicholson, Danny DeVito, Armand Assante","Biography","story of Jimmy Hoffa"
"Home Alone 2: Lost in New York","Chris Columbus","Macaulay Culkin, Joe Pesci, Daniel Stern","Comedy","sequel to Home Alone"
"Honey, I Blew Up the Kid","Randal Kleiser","Rick Moranis, Marcia Strassman","Comedy","sequel to Honey, I Shrunk the Kids"
"Honeymoon in Vegas","Andrew Bergman","Nicolas Cage, James Caan, Sarah Jessica Parker","Comedy","inspired musical"
"Housesitter","Frank Oz","Steve Martin, Goldie Hawn, Dana Delany","Rom-com","Universal"
"Husbands and Wives","Woody Allen","Woody Allen, Mia Farrow, Judy Davis, Sydney Pollack, Juliette Lewis, Liam Neeson, Blythe Danner","Drama","2 Oscar nominations"
"In the Soup","Alexandre Rockwell","Steve Buscemi, Jennifer Beals, Seymour Cassel","Comedy","won Sundance award"
"Innocent Blood","John Landis","Anne Parillaud, Anthony LaPaglia, Don Rickles","Horror","Warner Bros."
"Into the Sun","Fritz Kiersch","Michael Paré, Anthony Michael Hall","Action","Trimark Pictures"
"Jennifer 8","Bruce Robinson","Andy García, Uma Thurman, John Malkovich","Thriller","Paramount"
"Juice","Ernest R. Dickerson","Tupac Shakur, Omar Epps","Drama","Paramount"
"Just Another Girl on the I.R.T.","Leslie Harris","Ariyan Johnson","Comedy","Miramax"
"Knight Moves","Carl Schenkel","Christopher Lambert, Diane Lane","Thriller","Cineplex Odeon"
"Kuffs","Bruce A. Evans","Christian Slater, Milla Jovovich, Bruce Boxleitner","Comedy","Universal"
"Ladybugs","Sidney J. Furie","Rodney Dangerfield, Jonathan Brandis, Jackee Harry","Comedy","Paramount"
"The Last of the Mohicans","Michael Mann","Daniel Day-Lewis, Madeleine Stowe","Adventure","James Fenimore Cooper novel"
"The Lawnmower Man","Brett Leonard","Jeff Fahey, Pierce Brosnan","Sci-fi","Stephen King story"
"A League of Their Own","Penny Marshall","Geena Davis, Tom Hanks, Madonna, Lori Petty, Rosie O'Donnell, David Strathairn, Jon Lovitz, Bill Pullman","Comedy","Columbia"
"Leap of Faith","Richard Pearce","Steve Martin, Debra Winger, Liam Neeson, Lolita Davidovich, Lukas Haas","Drama","inspired musical"
"Leaving Normal","Edward Zwick","Meg Tilly, Christine Lahti, Patrika Darbo","Drama","Universal"
"Lethal Weapon 3","Richard Donner","Mel Gibson, Danny Glover, Joe Pesci, Rene Russo","Action","2nd sequel"
"Light Sleeper","Paul Schrader","Willem Dafoe, Susan Sarandon, Dana Delany","Crime drama","Fine Line Features"
"Live Wire","Christian Duguay","Pierce Brosnan, Ron Silver, Ben Cross, Lisa Eilbacher","Action","New Line Cinema"
"Lorenzo's Oil","George Miller","Nick Nolte, Susan Sarandon","Biography","story of Lorenzo Odone"
"Love Crimes","Lizzie Borden","Sean Young, Patrick Bergin, Arnetia Walker","Thriller","Miramax"
"Love Field","Jonathan Kaplan","Michelle Pfeiffer, Dennis Haysbert","Drama","Pfeiffer Oscar-nominated"
"Love Potion No. 9","Dale Launer","Sandra Bullock, Tate Donovan, Anne Bancroft","Comedy","inspired by song"
"Mac","John Turturro","John Turturro, Nicholas Turturro, Ellen Barkin","Drama","Goldwyn"
"Mad at the Moon","Martin Donovan","Hart Bochner","Horror",""
"Malcolm X","Spike Lee","Denzel Washington, Angela Bassett, Spike Lee, Albert Hall, Delroy Lindo","Drama, Biography","Oscar nomination for Washington"
"The Mambo Kings","Arne Glimpsher","Armand Assante, Antonio Banderas, Cathy Moriarty, Maruschka Detmers, Desi Arnaz, Jr.","Drama","based on Oscar Hijuelos novel"
"Man Bites Dog","Remy Belvaux","Benoit Poelvoorde","Mockumentary","Belgium"
"Man Trouble","Bob Rafelson","Jack Nicholson, Ellen Barkin","Comedy","20th Century Fox"
"Meatballs 4","Bob Logan","Corey Feldman, Sarah Douglas","Comedy","3rd sequel"
"Medicine Man","John McTiernan","Sean Connery, Lorraine Bracco","Drama","Hollywood Pictures"
"Medusa: Dare to Be Truthful","John Fortenberry","Julie Brown, Bobcat Goldthwait","Mockumentary","TV"
"Memoirs of an Invisible Man","John Carpenter","Chevy Chase, Daryl Hannah, Sam Neill","Comedy","based on H.G. Wells novel"
"Me, Myself & I","Pablo Ferro","JoBeth Williams, George Segal, Shelley Hack","Comedy","Sony"
"A Midnight Clear","Keith Gordon","Peter Berg, Ethan Hawke, Kevin Dillon, Gary Sinise","War, Drama","based on William Wharton novel"
"The Mighty Ducks","Stephen Herek","Emilio Estevez, Lane Smith, Joss Ackland, Joshua Jackson","Family","Disney; 2 sequels"
"Miracle Beach","Skott Snider","Dean Cameron, Ami Dolenz, Pat Morita","Comedy",""
"Mistress","Barry Primus","Robert Wuhl, Martin Landau, Robert De Niro","Comedy",""
"Mo' Money","Peter MacDonald","Damon Wayans, Marlon Wayans, Stacey Dash","Comedy","Columbia"
"Mom and Dad Save the World","Greg Beeman","Teri Garr, Jon Lovitz, Jeffrey Jones","Sci-fi comedy","Warner Bros."
"Monster in a Box","Nick Broomfield","Spalding Gray","Monologue",""
"Mr. Baseball","Fred Schepisi","Tom Selleck, Dennis Haysbert","Drama","Universal"
"Mr. Saturday Night","Billy Crystal","Billy Crystal, David Paymer, Julie Warner","Comedy","Columbia; Paymer Oscar-nominated"
"Mrs. 'Arris Goes to Paris","Anthony Shaw","Angela Lansbury, Diana Rigg","Comedy","based on Paul Gallico novel"
"The Muppet Christmas Carol","Brian Henson","Michael Caine","Family","based on story by Charles Dickens"
"My Cousin Vinny","Jonathan Lynn","Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield, Fred Gwynne","Comedy","Oscar for Tomei"
"My New Gun","Stacy Cochran","Diane Lane, James Le Gros","comedy",""
"Nemesis","Albert Pyun","Olivier Gruner, Tim Thomerson","Sci-fi",""
"Newsies","Kenny Ortega","Christian Bale, Robert Duvall, Ann-Margret, Bill Pullman","Musical","5 Razzie nominations"
"Night and the City","Irwin Winkler","Robert De Niro, Jessica Lange, Alan King","Drama","remake of 1950 film"
"Nitrate Kisses","Barbara Hammer","Barbara Hammer","Documentary",""
"Noises Off","Peter Bogdanovich","Carol Burnett, Michael Caine, Denholm Elliott, Julie Hagerty, Marilu Henner, Mark Linn-Baker, Christopher Reeve, John Ritter, Nicollette Sheridan","Comedy","based on play by Michael Frayn"
"O Pioneers!","Glenn Jordan","Jessica Lange, David Strathairn","Drama","TV"
"Of Mice and Men","Gary Sinise","John Malkovich, Gary Sinise, Sherilyn Fenn","Drama","based on John Steinbeck novel"
"Oh, What a Night","Eric Till","Corey Haim, Robbie Coltrane","Drama",""
"Once Upon a Crime","Eugene Levy","John Candy, James Belushi, Cybill Shepherd, Sean Young, Richard Lewis, Ornella Muti, Giancarlo Giannini, George Hamilton","Comedy","MGM"
"One False Move","Carl Franklin","Bill Paxton, Cynda Williams, Michael Beach, Billy Bob Thornton","Thriller","co-written by Thornton"
"Only You","Betty Thomas","Helen Hunt, Andrew McCarthy, Kelly Preston","Romantic comedy","Thomas's first film"
"Out on a Limb","Francis Veber","Matthew Broderick, Jeffrey Jones","Comedy","Universal"
"Passed Away","Charlie Peters","Bob Hoskins, William Petersen, Maureen Stapleton, Frances McDormand, Nancy Travis, Tim Curry, Blair Brown, Pamela Reed, Peter Riegert, Jack Warden","Comedy","Hollywood Pictures"
"Passenger 57","Kevin Hooks","Wesley Snipes, Bruce Payne, Tom Sizemore","Action","Warner Bros."
"Passion Fish","John Sayles","Mary McDonnell, Alfre Woodard, David Strathairn","Drama","Miramax"
"Patriot Games","Phillip Noyce","Harrison Ford, Anne Archer, Sean Bean, Patrick Bergin, James Earl Jones, Polly Walker, Thora Birch, Richard Harris","Crime drama","Paramount; novel by Tom Clancy"
"Pet Sematary Two","Mary Lambert","Anthony Edwards, Edward Furlong","Horror","sequel; story by Stephen King"
"Pets or Meat: The Return to Flint","Michael Moore","","Documentary","follow-up to Roger & Me"
"Pinocchio","","","Animated","49 minutes"
"The Playboys","Gillies MacKinnon","Robin Wright, Aidan Quinn, Albert Finney","Drama","Goldwyn"
"The Player","Robert Altman","Tim Robbins, Greta Scacchi, Peter Gallagher, Cynthia Stevenson, Whoopi Goldberg, Brion James, Lyle Lovett","Drama, Comedy","Golden Globe; novel by Michael Tolkin"
"Poison Ivy","Katt Shea","Drew Barrymore, Sara Gilbert, Tom Skerritt, Cheryl Ladd","Thriller","3 sequels"
"Post No Bills","Clay Walker","","Documentary",""
"The Power of One","John G. Avildsen","Stephen Dorff, Morgan Freeman, Armin Mueller-Stahl, John Gielgud","Drama","Warner Bros."
"Praying with Anger","M. Night Shyamalan","M. Night Shyamalan","Drama",""
"Prelude to a Kiss","Norman René","Alec Baldwin, Meg Ryan","Fantasy","Fox; based on Craig Lucas play"
"Primary Motive","Daniel Adams","Judd Nelson, Justine Bateman","Drama",""
"Prison Planet","","","",""
"A Private Matter","Joan Micklin Silver","Sissy Spacek, Aidan Quinn","Drama","TV"
"Prom Night IV: Deliver Us from Evil","Clay Borris","Nicole de Boer","Horror","Direct-to-video"
"The Public Eye","Howard Franklin","Joe Pesci, Barbara Hershey, Stanley Tucci","Drama","Universal"
"Pure Country","Christopher Cain","George Strait, Lesley Ann Warren, Isabel Glasser","Drama","Warner Bros."
"Quicksand: No Escape","Michael Pressman","Donald Sutherland, Tim Matheson, Felicity Huffman","Thriller","Universal Media"
"Radio Flyer","Richard Donner","Elijah Wood, Joseph Mazzello, Lorraine Bracco, John Heard, Adam Baldwin","Fantasy","Columbia"
"Rain Without Thunder","Gary Bennet","Betty Buckley, Jeff Daniels","Drama","Orion"
"Raising Cain","Brian De Palma","John Lithgow, Lolita Davidovich","Thriller","Universal"
"Rapid Fire","Dwight H. Little","Brandon Lee","Action",""
"Red Rock West","John Dahl","Nicolas Cage, Dennis Hopper, Lara Flynn Boyle","Crime drama","Touchstone"
"Reservoir Dogs","Quentin Tarantino","Harvey Keitel, Tim Roth, Steve Buscemi, Chris Penn, Michael Madsen, Lawrence Tierney","Crime drama","Miramax; first film for Tarantino"
"The Resurrected","Dan O'Bannon","Chris Sarandon, John Terry","Horror","Scotti Bros."
"Revenge of the Nerds III: The Next Generation","Roland Mesa","Robert Carradine, Ted McGinley, Curtis Armstrong, Julia Montgomery","Comedy, Teen","2nd sequel"
"A River Runs Through It","Robert Redford","Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn, Emily Lloyd","Drama","Norman MacLean story; 3 Oscar nominations"
"Roadside Prophets","Abbe Wool","John Doe, Adam Horovitz, David Carradine","Comedy",""
"RoboCop 3","Fred Dekker","Robert John Burke, John Castle","Sci-fi","2nd sequel"
"Rock-a-Doodle","Don Bluth","","Animated","Goldwyn"
"Ruby","John MacKenzie","Danny Aiello, Sherilyn Fenn","Drama, Biography","story of Jack Ruby"
"Samantha","Stephen LaRocque","Martha Plimpton, Dermot Mulroney","Drama",""
"Samurai Vampire Bikers From Hell","","","Comedy",""
"Scent of a Woman","Martin Brest","Al Pacino, Chris O'Donnell, Philip Seymour Hoffman","Drama","Oscar for Pacino; 3 Golden Globes"
"School Ties","Robert Mandel","Brendan Fraser, Chris O'Donnell, Matt Damon, Ben Affleck","Drama","Paramount; co-written by Dick Wolf"
"Seed People","Peter Manoogian","Sam Hennings, Andrea Roth, Dane Witherspoon","Sci-fi horror",""
"The Setting Sun","Rou Tomono","Diane Lane, Donald Sutherland","Drama","Japan"
"Shakes the Clown","Bobcat Goldthwait","Bobcat Goldthwait, Florence Henderson","Comedy","IRS"
"Shining Through","David Seltzer","Michael Douglas, Melanie Griffith, Liam Neeson, Joely Richardson, John Gielgud","Drama","from Susan Isaacs novel; 3 Razzies"
"Shipwrecked","Nils Gaup","Gabriel Byrne","Adventure","Scandinavia"
"Sidekicks","Aaron Norris","Chuck Norris, Jonathan Brandis, Mako, Joe Piscopo","Family","Triumph Films"
"Silent Night, Deadly Night 5: The Toy Maker","Martin Kitrosser","Mickey Rooney","Horror","5th of series"
"Simple Men","Hal Hartley","Robert John Burke","Drama",""
"Sinatra","James Steven Sadwith","Philip Casnoff, Olympia Dukakis, Gina Gershon","Biography","TV"
"Sinbad","","","Animated","Japan"
"Single White Female","Barbet Schroeder","Bridget Fonda, Jennifer Jason Leigh, Steven Weber, Peter Friedman, Stephen Tobolowsky","Thriller","Columbia"
"Singles","Cameron Crowe","Bridget Fonda, Matt Dillon, Campbell Scott, Kyra Sedgwick","Comedy","Warner Bros."
"Sister Act","Emile Ardolino","Whoopi Goldberg, Maggie Smith, Harvey Keitel","Comedy","Touchstone; inspired sequel and musical"
"Sleepwalkers","Mick Garris","Brian Krause, Alice Krige, Madchen Amick","Horror","Columbia"
"Sneakers","Phil Alden Robinson","Robert Redford, Dan Aykroyd, Ben Kingsley, Mary McDonnell, River Phoenix Sidney Poitier, David Strathairn","Comedy","Universal"
"Society","Brian Yuzna","Billy Warlock","Horror",""
"South Central","Stephen Milburn Anderson","Glenn Plummer","Drama","Warner Bros."
"The Spirit of Christmas","Trey Parker, Matt Stone","Trey Parker, Matt Stone","Animation",""
"Star Time","","Maureen Teefy","Horror",""
"Stay Tuned","Peter Hyams","John Ritter, Pam Dawber, Jeffrey Jones","Comedy","Warner Bros."
"Stop! Or My Mom Will Shoot","Roger Spottiswoode","Sylvester Stallone, Estelle Getty, JoBeth Williams, Roger Rees","Comedy","Universal"
"Stormy Weathers","Will Mackenzie","Cybill Shepherd","Drama","TV"
"Storyville","Mark Frost","James Spader, Joanne Whalley-Kilmer","Drama","20th Century Fox"
"Straight Talk","Barnet Kellman","Dolly Parton, James Woods, Griffin Dunne","Comedy","Hollywood Pictures"
"A Stranger Among Us","Sidney Lumet","Melanie Griffith, Tracy Pollan, John Pankow, Mia Sara","Crime drama","Hollywood Pictures"
"Swoon","Tom Kalin","Darell Schlachet","Drama",""
"That Night","Craig Bolotin","C. Thomas Howell, Juliette Lewis, Eliza Dushku","Romance","Warner Bros."
"There Goes the Neighborhood","Bill Phillips","Jeff Daniels, Catherine O'Hara, Héctor Elizondo","Comedy","Kings Road"
"This Is My Life","Nora Ephron","Julie Kavner, Samantha Mathis, Carrie Fisher","Comedy, drama","Fox; Ephron's first film"
"The Three Musketeers","","","Animated","TV"
"Thumbelina","","","Animated","49 minutes"
"Thunderheart","Michael Apted","Val Kilmer, Sam Shepard, Graham Greene","Crime drama","TriStar"
"Tiny Toon Adventures: How I Spent My Vacation","","","Animated",""
"To Grandmother's House We Go","Jeff Franklin","Mary-Kate Olsen, Ashley Olsen","Family","TV"
"Tom and Jerry: The Movie","Phil Roman","","Animated","Miramax"
"Topsy and Bunker: The Cat Killers","","","",""
"Toys","Barry Levinson","Robin Williams, Joan Cusack, LL Cool J, Robin Wright, Michael Gambon, Donald O'Connor","Fantasy","Fox; 2 Oscar nominations"
"Traces of Red","Andy Wolk","James Belushi, Lorraine Bracco, Tony Goldwyn","Crime drama",""
"Trespass","Walter Hill","Bill Paxton, Ice Cube, Ice-T, William Sadler","Action","20th Century Fox"
"The Tune","Bill Plympton","","Animated",""
"The Turning","L.A. Puopolo","Karen Allen, Michael Dolan, Gillian Anderson","Drama","Anderson's first film"
"Twin Peaks: Fire Walk with Me","David Lynch","Sheryl Lee, Moira Kelly, Kiefer Sutherland, Kyle MacLachlan, David Bowie","Science fiction","based on the TV series"
"Under Siege","Andrew Davis","Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak","Action","Warner Bros."
"Unforgiven","Clint Eastwood","Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris","Western","Warner Bros.; won 4 Academy Awards"
"Universal Soldier","Roland Emmerich","Jean-Claude Van Damme, Dolph Lundgren, Ally Walker","Action","Carolco"
"Unlawful Entry","Jonathan Kaplan","Kurt Russell, Ray Liotta, Madeleine Stowe","Thriller","Fox"
"Used People","Beeban Kidron","Shirley MacLaine, Marcello Mastroianni, Kathy Bates, Jessica Tandy, Marcia Gay Harden","Romantic comedy","Fox"
"Visions of Light","","","Documentary","On cinematography"
"The Waterdance","2 directors","Eric Stoltz, Helen Hunt, Wesley Snipes","Drama","Warner Bros."
"Waxwork II: Lost in Time","Anthony Hickox","Bruce Campbell","Horror comedy","sequel"
"Wayne's World","Penelope Spheeris","Mike Myers, Dana Carvey, Rob Lowe, Tia Carrere","Comedy","SNL characters"
"Where the Day Takes You","Marc Rocco","Sean Astin, Lara Flynn Boyle","Drama","New Line"
"Whispers in the Dark","Christopher Crowe","Annabella Sciorra, Jamey Sheridan, Alan Alda, John Leguizamo, Anthony LaPaglia, Jill Clayburgh, Deborah Kara Unger","Thriller","Paramount"
"White Men Can't Jump","Ron Shelton","Wesley Snipes, Woody Harrelson, Rosie Perez","Comedy","Fox"
"White Sands","Roger Donaldson","Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke, Samuel L. Jackson","Crime drama","Warner Bros."
"Who Do I Gotta Kill?","Frank Rainone","Sandra Bullock","Comedy",""
"Wind","Carroll Ballard","Matthew Modine, Jennifer Grey","Drama","TriStar"
"The Witness","","Gary Sinise","Short film","19 minutes"
"The Year of the Comet","Peter Yates","Tim Daly, Penelope Ann Miller, Louis Jourdan","Comedy","William Goldman script"
"Zebrahead","Anthony Drazan","Michael Rapaport","Drama",""
