"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Boat Trip","Mort Nathan","Cuba Gooding, Jr., Horatio Sanz, Vivica A. Fox, Roselyn Sánchez, Victoria Silvstedt, Roger Moore","Comedy",""
"Bringing Down the House","Adam Shankman","Steve Martin, Queen Latifah, Eugene Levy","Crime comedy",""
"Bringing Rain","Noah Buschel","Adrian Grenier, Niesha Butler","Drama, romance",""
"Brother Bear","Aaron Blaise, Bob Walker","Joaquin Phoenix, Jeremy Suarez, Rick Moranis","Animation, Family","Walt Disney Pictures"
"The Brown Bunny","Vincent Gallo","Vincent Gallo, Chloë Sevigny","Drama",""
"Bruce Almighty","Tom Shadyac","Jim Carrey, Morgan Freeman, Jennifer Aniston, Steve Carell","Comedy, Fantasy",""
"Bulletproof Monk","Paul Hunter","Chow Yun-fat, Seann William Scott, Jaime King","Action, comedy","Based on Bulletproof Monk by Michael Avon Oeming"
"Camp","Todd Graff","Daniel Letterle, Joanna Chilcoat, Robin de Jesus","Comedy, Musical",""
"Carolina","Marleen Gorris","Julia Stiles, Shirley MacLaine, Alessandro Nivola","Romantic comedy",""
"Casa de los Babys","John Sayles","Marcia Gay Harden, Maggie Gyllenhaal, Daryl Hannah","Drama",""
"The Cat in the Hat","Bo Welch","Mike Myers, Alec Baldwin, Dakota Fanning, Spencer Breslin, Kelly Preston, Sean Hayes","Family","based on The Cat in the Hat by Dr. Seuss; 8 Razzie nominations"
"Charlie's Angels: Full Throttle","McG","Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Demi Moore","Action comedy","Preceded by Charlie's Angels; 7 Razzie nominations"
"Chasing Papi","Linda Mendoza","Roselyn Sánchez, Sofía Vergara, Jaci Velasquez, Eduardo Verástegui","Comedy",""
"Cheaper by the Dozen","Shawn Levy","Steve Martin, Bonnie Hunt, Hilary Duff, Tom Welling, Piper Perabo, Ashton Kutcher","Comedy, Family","Based on Cheaper by the Dozen by Frank Bunker Gilbreth, Jr. and Ernestine Gilbreth Carey"
"Christmas Child","Bill Ewing","William R. Moses, Steven Curtis Chapman, Megan Follows","Drama",""
"Coffee and Cigarettes","Jim Jarmusch","Roberto Benigni, Steven Wright, Joie Lee","Comedy-drama",""
"Cold Creek Manor","Mike Figgis","Dennis Quaid, Sharon Stone, Stephen Dorff, Juliette Lewis","Drama, Thriller",""
"Cold Mountain","Anthony Minghella","Jude Law, Nicole Kidman, Renée Zellweger","Romance, war","Based on Cold Mountain by Charles Frazier"
"Comandante","Oliver Stone","the politics of Fidel Castro","Documentary",""
"The Company","Robert Altman","Neve Campbell, Malcolm McDowell, James Franco","Drama, musical",""
"Confidence","James Foley","Edward Burns, Rachel Weisz, Dustin Hoffman, Andy García, Paul Giamatti, Robert Forster","Crime",""
"The Cooler","Wayne Kramer","William H. Macy, Maria Bello, Alec Baldwin","Drama, Romance",""
"The Core","Jon Amiel","Aaron Eckhart, Hilary Swank, Delroy Lindo, Stanley Tucci, Tchéky Karyo, Bruce Greenwood, DJ Qualls, Richard Jenkins, Alfre Woodard","Action, sci-fi","Based on Core by Paul Preuss"
"Cosmopolitan","Nisha Ganatra","Roshan Seth, Carol Kane, Madhur Jaffrey, Purva Bedi","Comedy-drama, romance","Screened in festivals and on PBS"
"Cradle 2 the Grave","Andrzej Bartkowiak","Jet Li, DMX, Kelly Hu, Anthony Anderson, Tom Arnold, Mark Dacascos, Gabrielle Union","Action","Warner Bros. Pictures"
"Crime Spree","Brad Mirman","Gérard Depardieu, Harvey Keitel, Johnny Hallyday","Comedy, crime",""
"Daddy Day Care","Steve Carr","Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston","Comedy, Family","Columbia Pictures"
"Daredevil","Mark Steven Johnson","Ben Affleck, Jennifer Garner, Michael Clarke Duncan, Colin Farrell, Jon Favreau, Joe Pantoliano, David Keith","Superhero","20th Century Fox, Regency Enterprises"
"Dark Blue","Ron Shelton","Kurt Russell, Scott Speedman, Michael Michele, Brendan Gleeson, Ving Rhames, Kurupt","Crime drama","United Artists"
"Darkness Falls","Jonathan Liebesman","Chaney Kley, Emma Caulfield, Lee Cormie","Horror",""
"Deliver Us from Eva","Gary Hardwick","LL Cool J, Gabrielle Union","Romantic comedy",""
"Devil's Pond","Joel Viertel","Tara Reid, Kip Pardue","Drama",""
"Dickie Roberts: Former Child Star","Sam Weisman","David Spade, Mary McCormack","Comedy","Paramount Pictures"
"Le Divorce","James Ivory","Kate Hudson, Naomi Watts","Drama, romance","based on Le Divorce by Diane Johnson"
"Down with Love","Peyton Reed","Ewan McGregor, Renée Zellweger, David Hyde Pierce","Romantic comedy","Fox 2000 Pictures, Regency Enterprises"
"Dreamcatcher","Lawrence Kasdan","Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis, Timothy Olyphant, Tom Sizemore, Donnie Wahlberg","Horror, Science fiction","Based on Dreamcatcher by Stephen King"
"Dumb and Dumberer: When Harry Met Lloyd","Troy Miller","Derek Richardson, Eric Christian Olsen, Eugene Levy","Comedy","Preceded by Dumb and Dumber"
"Duplex","Danny DeVito","Ben Stiller, Drew Barrymore, Eileen Essell, Harvey Fierstein","Comedy",""
"Dysfunktional Family","George Gallo","Eddie Griffin","Performance film",""
"Elephant","Gus Van Sant","Alex Frost, Eric Deulen, John Robinson","Crime, drama","winner of the Palme d'Or"
"Elf","Jon Favreau","Will Ferrell, James Caan, Zooey Deschanel, Mary Steenburgen, Bob Newhart, Ed Asner","Comedy, Family","New Line Cinema"
"Evil Alien Conquerors","Chris Matheson","Diedrich Bader, Chris Parnell","Science fiction, comedy",""
"Faster","Mark Neale","the motorcycle racing world championship, MotoGP","Documentary",""
"Festival Express","Bob Smeaton","the Trans Continental Pop Festival","Rockumentary",""
"The Fighting Temptations","Jonathan Lynn","Cuba Gooding, Jr., Beyoncé Knowles","Musical, Comedy",""
"Final Destination 2","David R. Ellis","Ali Larter, A. J. Cook, Michael Landes, Tony Todd","Horror","New Line Cinema Preceded by Final Destination"
"Finding Nemo","Andrew Stanton, Lee Unkrich","Albert Brooks, Ellen DeGeneres, Alexander Gould","Animation, family","Walt Disney Pictures, Pixar Animations Studio Winner of the Academy Award for Best Animated Feature"
"Flywheel","Alex Kendrick","Lisa Arnold, Alex Kendrick, Tracy Goode","Drama",""
"The Fog of War","Errol Morris","life and times of Robert McNamara","Documentary","winner of Academy Award for Best Documentary (Feature)"
"Freaky Friday","Mark Waters","Lindsay Lohan, Jamie Lee Curtis, Chad Michael Murray, Mark Harmon","Family","Walt Disney; based on Freaky Friday by Mary Rodgers; remake of 1976 film"
"Freddy vs. Jason","Ronny Yu","Robert Englund, Ken Kirzinger, Monica Keena, Jason Ritter","Horror","Preceded by Wes Craven's New Nightmare and Jason X"
"From Justin to Kelly","Robert Iscove","Justin Guarini, Kelly Clarkson","Comedy, Musical","American Idol stars; 8 Razzie nominations"
"Gang of Roses","Jean-Claude La Marre","Lil' Kim, LisaRaye McCoy, Marie Matiko","Drama, Western",""
"Gigli","Martin Brest","Ben Affleck, Jennifer Lopez, Al Pacino, Justin Bartha, Christopher Walken, Lainie Kazan, Lenny Venito, Missy Crider","Crime, Comedy","winner of 6 Razzie Awards including Worst Picture"
"Gods and Generals","Ronald F. Maxwell","Jeff Daniels, Stephen Lang, Robert Duvall","Drama, war","based on Gods and Generals by Michael Shaara"
"Good Boy!","John Hoffman","Liam Aiken, Molly Shannon, Kevin Nealon, Matthew Broderick","Comedy","Based on Dogs from Outer Space by Zeke Richardson"
"Gothika","Mathieu Kassovitz","Halle Berry, Robert Downey, Jr., Penélope Cruz, Charles S. Dutton","Horror",""
"Grand Theft Parsons","David Caffrey","Johnny Knoxville, Michael Shannon, Christina Applegate","Comedy-drama",""
"Grind","Casey La Scala","Mike Vogel, Adam Brody, Vince Vieluf, Joey Kern","Comedy, sports",""
"A Guy Thing","Chris Koch","Jason Lee, Julia Stiles, Selma Blair","Romantic comedy",""
"The Haunted Mansion","Rob Minkoff","Eddie Murphy","Family, fantasy","based on Haunted Mansion"
"Head of State","Chris Rock","Chris Rock, Bernie Mac, Tracy Morgan","Comedy","DreamWorks Pictures"
"Hey DJ","3 directors","Charlotte Lewis, Tina Wiseman, Terry Camilleri, Jon Jacobs","Comedy",""
"Holes","Andrew Davis","Shia LaBeouf, Jon Voight, Sigourney Weaver, Tim Blake Nelson, Patricia Arquette, Henry Winkler","Comedy, family","based on Holes by Louis Sachar"
"Hollywood Homicide","Ron Shelton","Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood, Lolita Davidovich, Dwight Yoakam, Master P, Martin Landau","Crime comedy",""
"Honey","Bille Woodruff","Jessica Alba, Mekhi Phifer, Lil' Romeo","Musical, romance",""
"Hope Springs","Mark Herman","Colin Firth, Heather Graham, Minnie Driver","Romantic comedy",""
"House of 1000 Corpses","Rob Zombie","Sid Haig, Bill Moseley, Erin Daniels","Comedy, horror",""
"House of Sand and Fog","Vadim Perelman","Jennifer Connelly, Ben Kingsley, Shohreh Agdashloo","Drama","based on House of Sand and Fog by Andre Dubus III"
"House of the Dead","Uwe Boll","Jonathan Cherry, Ona Grauer, Tyron Leitso, Jürgen Prochnow, Ellie Cornell, Clint Howard, Enuka Okuma, Will Sanderson, Kira Clavell, Michael Eklund","Horror","based on The House of the Dead"
"How to Deal","Clare Kilner","Mandy Moore, Allison Janney, Trent Ford","Romantic comedy","based on That Summer and Someone Like You by Sarah Dessen"
"How to Lose a Guy in 10 Days","Donald Petrie","Kate Hudson, Matthew McConaughey","Romantic comedy",""
"Hulk","Ang Lee","Eric Bana, Jennifer Connelly, Nick Nolte, Sam Elliott, Josh Lucas","Superhero, Action",""
"The Human Stain","Robert Benton","Anthony Hopkins, Nicole Kidman","Romance","based on The Human Stain by Philip Roth"
"The Hunted","William Friedkin","Tommy Lee Jones, Benicio del Toro, Connie Nielsen","Action, drama",""
"I Am David","Paul Feig","Jim Caviezel, Ben Tibber, Joan Plowright","Drama","based on I Am David by Anne Holm"
"Identity","James Mangold","John Cusack, Ray Liotta, Amanda Peet, Clea DuVall, Rebecca De Mornay","Horror",""
"Imagining Argentina","Christopher Hampton","Antonio Banderas, Emma Thompson","Drama, romance","based on Imagining Argentina by Lawrence Thornton"
"In the Cut","Jane Campion","Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh","Crime drama","based on In the Cut by Susanna Moore"
"The In-Laws","Andrew Fleming","Michael Douglas, Albert Brooks, David Suchet, Candice Bergen, Ryan Reynolds, Robin Tunney","Action, comedy","based on The In-Laws"
"Indigo","Stephen Simon","Neale Donald Walsch, Dane Bowman","Drama",""
"Intolerable Cruelty","Joel and Ethan Coen","George Clooney, Catherine Zeta-Jones","Crime comedy",""
"It Runs in the Family","Fred Schepisi","Michael Douglas, Kirk Douglas","Drama",""
"The Italian Job","F. Gary Gray","Mark Wahlberg, Charlize Theron, Edward Norton, Donald Sutherland, Seth Green, Jason Statham, Mos Def, Franky G","Action, Crime","Paramount Pictures; remake of 1969 film"
"Jeepers Creepers II","Victor Salva","Ray Wise, Jonathan Breck, Nicki Lynn Aycox","Horror","preceded by Jeepers Creepers"
"The Jungle Book 2","Steven Trenbirth","John Goodman, Haley Joel Osment, Mae Whitman","Animation","preceded by The Jungle Book"
"Just Married","Shawn Levy","Ashton Kutcher, Brittany Murphy","Romantic comedy",""
"Kangaroo Jack","David McNally","Jerry O'Connell, Anthony Anderson, Estella Warren, Christopher Walken","Crime comedy",""
"Kill Bill Volume 1","Quentin Tarantino","Uma Thurman, Lucy Liu, Vivica A. Fox, David Carradine, Daryl Hannah, Michael Madsen","Action",""
"Lara Croft Tomb Raider: The Cradle of Life","Jan de Bont","Angelina Jolie, Gerard Butler","Action, fantasy","preceded by Lara Croft: Tomb Raider"
"The Last Samurai","Edward Zwick","Tom Cruise, Ken Watanabe, Timothy Spall, Billy Connolly","Action, drama",""
"The League of Extraordinary Gentlemen","Stephen Norrington","Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran, Stuart Townsend, Shane West, Jason Flemyng, Richard Roxburgh","Superhero","based on comic by Alan Moore"
"Legally Blonde 2: Red, White & Blonde","Charles Herman-Wurmfeld","Reese Witherspoon, Sally Field, Luke Wilson, Bob Newhart","Comedy","preceded by Legally Blonde"
"The Life of David Gale","Alan Parker","Kevin Spacey, Kate Winslet, Laura Linney","Crime drama",""
"The Lizzie McGuire Movie","Jim Fall","Hilary Duff","Comedy","based on Lizzie McGuire"
"Looney Tunes: Back in Action","Joe Dante","Brendan Fraser, Jenna Elfman, Steve Martin, Heather Locklear","live-action/animation","based on Looney Tunes"
"The Lord of the Rings: The Return of the King","Peter Jackson","Elijah Wood, Ian McKellen, Liv Tyler, Sean Astin, Andy Serkis, Hugo Weaving, Viggo Mortensen, Cate Blanchett, Orlando Bloom, Karl Urban, Miranda Otto","Adventure, fantasy","preceded by The Lord of the Rings: The Two Towers winner of the Academy Award for Best Picture, the BAFTA Award for Best Film and the Golden Globe Award for Best Motion Picture – Drama"
"Lost in Translation","Sofia Coppola","Bill Murray, Scarlett Johansson","Comedy-drama","winner of the Golden Globe Award for Best Motion Picture – Musical or Comedy and the Satellite Award for Best Film – Musical or Comedy"
"Love Don't Cost a Thing","Troy Beyer","Nick Cannon, Christina Milian","Romantic comedy",""
"Malibu's Most Wanted","John Whitesell","Jamie Kennedy","Comedy-drama",""
"A Man Apart","F. Gary Gray","Vin Diesel, Larenz Tate, Timothy Olyphant","Crime",""
"Manhood","Bobby Roth","Nestor Carbonell, John Ritter, Janeane Garofalo","Comedy-drama",""
"Marci X","Richard Benjamin","Lisa Kudrow, Damon Wayans","Comedy",""
"Masked and Anonymous","Larry Charles","Jeff Bridges, John Goodman, Bob Dylan","Comedy-drama",""
"Master and Commander: The Far Side of the World","Peter Weir","Russell Crowe, Paul Bettany","Drama, war","based on books by Patrick O'Brian"
"Matchstick Men","Ridley Scott","Nicolas Cage, Sam Rockwell, Alison Lohman","Crime comedy","based on Matchstick Men by Eric Garcia"
"The Matrix Reloaded","Andy Wachowski, Larry Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","Action, sci-fi","preceded by The Matrix"
"The Matrix Revolutions","Andy Wachowski, Larry Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","Science fiction","preceded by The Matrix Reloaded"
"May","Lucky McKee","Angela Bettis, Jeremy Sisto, Anna Faris","Horror",""
"The Medallion","Gordon Chan","Jackie Chan, Lee Evans, Claire Forlani","Fantasy",""
"A Mighty Wind","Christopher Guest","Catherine O'Hara, Eugene Levy, Michael McKean, Harry Shearer, Bob Balaban, Parker Posey","Mockumentary",""
"Milwaukee, Minnesota","Allan Mindel","Troy Garity","Drama",""
"The Missing","Ron Howard","Tommy Lee Jones, Cate Blanchett, Evan Rachel Wood","Western drama","based on The Last Ride by Thomas Eidson"
"Mona Lisa Smile","Mike Newell","Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal, Ginnifer Goodwin","Drama, romance","Based on The Prime of Miss Jean Brodie by Muriel Spark[citation needed]"
"Monster","Patty Jenkins","Charlize Theron, Christina Ricci","Crime drama","Oscar for Theron"
"Monster Man","Michael Davis","Eric Jungmann, Justin Urich, Aimee Brooks, Michael Bailey Smith","Horror comedy",""
"My Boss's Daughter","David Zucker","Ashton Kutcher, Tara Reid, Terence Stamp","Romantic comedy",""
"My Flesh and Blood","Jonathan Karsh","Susam Tom and 11 children with disabilities","Documentary",""
"Mystic River","Clint Eastwood","Sean Penn, Tim Robbins, Kevin Bacon, Laura Linney, Laurence Fishburne, Marcia Gay Harden","Crime drama","based on Mystic River by Dennis Lehane; Oscars for Penn, Robbins"
"National Lampoon Presents Dorm Daze","David Hillenbrand, Scott Hillenbrand","Tatyana Ali, Boti Bliss, Marieh Delfino","Comedy",""
"National Lampoon's Gold Diggers","Gary Preisler","Will Friedle, Chris Owen, Louise Lasser, Renée Taylor","Comedy",""
"National Security","Dennis Dugan","Martin Lawrence, Steve Zahn","Action comedy",""
"The Night We Called it a Day","Paul Goldman","Dennis Hopper, Joel Edgerton, Melanie Griffith","Biographical","based on Frank Sinatra tour of Australia"
"Old School","Todd Phillips","Luke Wilson, Will Ferrell, Vince Vaughn","Comedy",""
"Once Upon a Time in Mexico","Robert Rodriguez","Antonio Banderas, Salma Hayek, Johnny Depp","Action","preceded by Desperado"
"Open Range","Kevin Costner","Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon, Diego Luna, James Russo","Western drama","based on The Open Range Men by Lauran Paine"
"Open Water","Chris Kentis","Blanchard Ryan, Daniel Travis","Drama, Thriller",""
"The Order","Brian Helgeland","Heath Ledger, Shannyn Sossamon, Benno Fürmann","Action, thriller",""
"Out of Time","Carl Franklin","Denzel Washington, Eva Mendes","Crime drama",""
"Party Monster","Fenton Bailey, Randy Barbato","Seth Green, Macaulay Culkin, Diana Scarwid","Biography, crime","Based on Disco Bloodbath by James St. James"
"Paper Soldiers","David V. Daniel, Damon Dash","Beanie Sigel, Kevin Hart","Crime comedy",""
"Pauly Shore Is Dead","Pauly Shore","Pauly Shore","Mockumentary",""
"Paycheck","John Woo","Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti, Joe Morton","Action, sci-fi","based on ""Paycheck"" by Philip K. Dick"
"Peter Pan","P.J. Hogan","Jeremy Sumpter, Rachel Hurd-Wood, Jason Isaacs, Ludivine Sagnier","Family, fantasy","based on Peter and Wendy by J. M. Barrie"
"Phone Booth","Joel Schumacher","Colin Farrell, Kiefer Sutherland, Forest Whitaker, Katie Holmes","Thriller",""
"Pieces of April","Peter Hedges","Katie Holmes, Derek Luke, Oliver Platt, Patricia Clarkson","Comedy-drama",""
"Piglet's Big Movie","Francis Glebas","Peter Cullen, Jim Cummings, John Fiedler","Animation",""
"Pirates of the Caribbean: The Curse of the Black Pearl","Gore Verbinski","Orlando Bloom, Johnny Depp, Keira Knightley, Geoffrey Rush","Fantasy, swashbuckler","based on Pirates of the Caribbean"
"Poolhall Junkies","Mars Callahan","Mars Callahan, Chazz Palminteri, Rod Steiger, Michael Rosenbaum","Drama",""
"Prey for Rock & Roll","Alex Steyermark","Gina Gershon, Drea de Matteo, Lori Petty, Shelly Cole","Musical drama",""
"Puppet Master: The Legacy","Charles Band","Jacob Witkin, Kate Orsini","Horror","Straight to DVD"
"Quicksand","John MacKenzie","Michael Keaton, Michael Caine","Crime",""
"Radio","Mike Tollin","Ed Harris, Cuba Gooding, Jr., Debra Winger","Biography","based on story in Sports Illustrated"
"The Real Cancun","Rick de Oliveira","Benjamin ""Fletch"" Fletcher, Nicole Frilot, Roxanne Frilot","Reality","2 Razzie nominations"
"The Recruit","Roger Donaldson","Al Pacino, Colin Farrell, Bridget Moynahan","Action",""
"The Room","Tommy Wiseau","Tommy Wiseau, Juliette Danielle","Drama",""
"Rugrats Go Wild","John Eng, Norton Virgien","Elizabeth Daily, Nancy Cartwright, Dionne Quan","Animation","preceded by Rugrats in Paris: The Movie"
"Runaway Jury","Gary Fleder","John Cusack, Gene Hackman, Dustin Hoffman, Rachel Weisz","Crime drama","based on The Runaway Jury by John Grisham"
"The Rundown","Peter Berg","The Rock, Seann William Scott, Christopher Walken, Rosario Dawson","Action comedy","Universal Pictures"
"S.W.A.T.","Clark Johnson","Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J","Action, Crime","Based on S.W.A.T."
"Scary Movie 3","David Zucker","Anna Faris, Charlie Sheen, Anthony Anderson, Leslie Nielsen, Simon Rex","Comedy, parody","preceded by Scary Movie 2"
"School of Rock","Richard Linklater","Jack Black, Joan Cusack, Mike White, Sarah Silverman","Comedy, family",""
"Seabiscuit","Gary Ross","Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, William H. Macy, Gary Stevens","Drama, Biography","based on Seabiscuit: An American Legend by Laura Hillenbrand; nominated for 7 Oscars"
"Secondhand Lions","Tim McCanlies","Michael Caine, Robert Duvall, Haley Joel Osment","Comedy-drama",""
"Shanghai Knights","David Dobkin","Jackie Chan, Owen Wilson","Action, comedy","preceded by Shanghai Noon"
"Shattered Glass","Billy Ray","Hayden Christensen, Peter Sarsgaard, Chloë Sevigny, Hank Azaria, Steve Zahn, Rosario Dawson","Drama, Biography","story of Stephen Glass"
"Sinbad: Legend of the Seven Seas","Tim Johnson, Patrick Gilmore","Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes","Animation",""
"The Singing Detective","Keith Gordon","Robert Downey, Jr., Robin Wright Penn, Mel Gibson","Musical comedy","based on The Singing Detective"
"Sky Blue","Kim Moon-saeng, Park Sun-min","Marc Worden, Cathy Cavadini","Animation",""
"Something's Gotta Give","Nancy Meyers","Jack Nicholson, Diane Keaton, Keanu Reeves, Amanda Peet, Frances McDormand, Jon Favreau","Romantic comedy",""
"Spy Kids 3-D: Game Over","Robert Rodriguez","Alexa Vega, Daryl Sabara, Antonio Banderas, Carla Gugino, Sylvester Stallone","Adventure, family","Preceded by Spy Kids 2: The Island of Lost Dreams"
"The Station Agent","Tom McCarthy","Peter Dinklage, Patricia Clarkson, Bobby Cannavale, Michelle Williams","Comedy-drama",""
"Stuck on You","Peter and Bobby Farrelly","Matt Damon, Greg Kinnear, Eva Mendes, Cher","Comedy",""
"Tarnationthe","Jonathan Caouette","the life of Jonathan Caouette","Documentary",""
"Tears of the Sun","Antoine Fuqua","Bruce Willis, Monica Bellucci, Cole Hauser","War",""
"Terminator 3: Rise of the Machines","Jonathan Mostow","Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken","Action, sci-fi","preceded by Terminator 2: Judgment Day"
"Testosterone","David Moreton","David Sutcliffe, Antonio Sabàto, Jr.","Action",""
"The Texas Chainsaw Massacre","Marcus Nispel","Jessica Biel, Jonathan Tucker, Eric Balfour, Mike Vogel, Erica Leershen, R. Lee Ermey","Horror","preceded by Texas Chainsaw Massacre: The Next Generation"
"Thirteen","Catherine Hardwicke","Evan Rachel Wood, Holly Hunter, Nikki Reed","Crime drama",""
"This Girl's Life","Ash","Juliette Marquis, James Woods, Kip Pardue","Drama",""
"Timeline","Richard Donner","Paul Walker, Frances O'Connor, Gerard Butler","Action, sci-fi","Based on Timeline by Michael Crichton"
"Tupac: Resurrection","Lauren Lazin","the life and death of Tupac Shakur","Documentary",""
"Two Days","Sean McGinly","Paul Rudd, Donal Logue, Mackenzie Astin","Drama",""
"Uncle Nino","Robert Shallcross","Joe Mantegna, Pierrino Mascarino, Anne Archer","Comedy-drama",""
"Under the Tuscan Sun","Audrey Wells","Diane Lane, Sandra Oh, Lindsay Duncan","Romantic comedy","based on Under the Tuscan Sun by Frances Mayes"
"Underworld","Len Wiseman","Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Broller, Erwin Leder, Bill Nighy","Horror",""
"Uptown Girls","Boaz Yakin","Brittany Murphy, Dakota Fanning, Heather Locklear","Romantic comedy",""
"V-Day: Until the Violence Stops","Abby Epstein","V-Day","Documentary",""
"Veronica Guerin","Joel Schumacher","Cate Blanchett, Gerard McSorley, Ciarán Hinds","Biography, crime",""
"View from the Top","Bruno Barreto","Gwyneth Paltrow, Christina Applegate, Mark Ruffalo, Kelly Preston, Rob Lowe, Candice Bergen, Mike Myers","Romantic comedy",""
"What a Girl Wants","Dennie Gordon","Amanda Bynes","Comedy",""
"When Eagles Strike","Cirio H. Santiago","Christian Boeving, Stacy Keach","Action film, war",""
"Willard","Glen Morgan","Crispin Glover","Horror","based on Ratman's Notebooks by Gilbert Ralston"
"Wonderland","James Cox","Val Kilmer, Kate Bosworth, Dylan McDermott","Crime drama",""
"Wrong Turn","Rob Schmidt","Desmond Harrington, Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui","Horror",""
