"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Hush","Jonathan Darby","Gwyneth Paltrow, Jessica Lange, Johnathon Schaech","Thriller",""
"I Got the Hook Up","Michael Martin","Master P, Anthony Johnson, Tommy 'Tiny' Lister","Comedy",""
"I Still Know What You Did Last Summer","Danny Cannon","Jennifer Love Hewitt, Brandy Norwood, Freddie Prinze, Jr., Mekhi Phifer, Matthew Settle","Horror","I Know What You Did Last Summer sequel"
"I'll Be Home For Christmas","Arlene Sanford","Jonathan Taylor Thomas, Gary Cole, Jessica Biel","Family",""
"Illuminata","John Turturro","John Turturro, Katherine Borowitz, Christopher Walken, Susan Sarandon","Rom com",""
"The Impostors","Stanley Tucci","Oliver Platt, Stanley Tucci, Alfred Molina, Billy Connolly, Tony Shalhoub, Hope Davis","Comedy",""
"Jack Frost","Troy Miller","Michael Keaton, Kelly Preston, Joseph Cross, Mark Addy, Henry Rollins","Fantasy",""
"Jane Austen's Mafia!","Jim Abrahams","Jay Mohr, Christina Applegate, Olympia Dukakis, Lloyd Bridges","Parody","also released as Mafia!"
"Judas Kiss","Sebastian Gutierrez","Alan Rickman, Emma Thompson, Roscoe Lee Browne, Carla Gugino","Crime",""
"Kissing a Fool","Doug Ellin","David Schwimmer, Jason Lee, Mili Avital","Comedy",""
"Knock Off","Tsui Hark","Jean-Claude Van Damme, Rob Schneider, Lela Rochon","Action",""
"Krippendorf's Tribe","Todd Holland","Richard Dreyfuss, Jenna Elfman, Lily Tomlin, Natasha Lyonne","Comedy","from Frank Parkin novel"
"Kurt & Courtney","Nick Broomfield","Footage of Kurt Cobain, Courtney Love","Documentary",""
"The Last Days of Disco","Whit Stillman","Chloë Sevigny, Kate Beckinsale, Chris Eigeman","Comedy",""
"The Last Days","James Moll","Interviews with Holocaust survivors","Documentary",""
"Lenny Bruce: Swear to Tell the Truth","Robert B. Weide","Archive footage of Lenny Bruce, narrated by Robert De Niro","Documentary",""
"Les Misérables","Bille August","Liam Neeson, Geoffrey Rush, Uma Thurman, Claire Danes","Period drama",""
"Let's Talk About Sex","Troy Beyer","Paget Brewster, James Hyde, Tina Nguyen","Drama",""
"Lethal Weapon 4","Richard Donner","Mel Gibson, Danny Glover, Joe Pesci, Rene Russo, Chris Rock, Jet Li","Action","3rd Lethal Weapon sequel"
"The Life and Times of Hank Greenberg","Aviva Kempner","Walter Matthau, Carl Levin","Documentary","story of the former Major League Baseball star"
"The Lion King II: Simba's Pride","Darrell Rooney","Matthew Broderick, Neve Campbell, Jason Marsden, Nathan Lane","Animated","direct to video"
"Living Out Loud","Richard LaGravenese","Holly Hunter, Queen Latifah, Danny DeVito","Drama",""
"Lost In Space","Stephen Hopkins","William Hurt, Mimi Rogers, Gary Oldman, Heather Graham, Matt LeBlanc, Lacey Chabert","Science fiction","based on the TV series"
"Lulu on the Bridge","Paul Auster","Harvey Keitel, Mira Sorvino, Vanessa Redgrave","Drama",""
"Madeline","Daisy von Scherler Mayer","Frances McDormand, Nigel Hawthorne, Hatty Jones","Family",""
"Major League: Back to the Minors","John Warren","Corbin Bernsen, Dennis Haysbert, Scott Bakula, Bob Uecker","Comedy","2nd Major League sequel"
"The Man in the Iron Mask","Randall Wallace","Leonardo DiCaprio, John Malkovich, Gabriel Byrne, Gérard Depardieu, Jeremy Irons","Drama","from Alexandre Dumas story"
"The Mask of Zorro","Martin Campbell","Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones","Action","from Johnston McCulley story"
"Meet Joe Black","Martin Brest","Brad Pitt, Anthony Hopkins, Claire Forlani, Jake Weber, Jeffrey Tambor, Marcia Gay Harden","Fantasy","from Death Takes a Holiday"
"Meet the Deedles","Steve Boyum","Steve Van Wormer, Paul Walker, A. J. Langer","Comedy",""
"Melting Pot","Tom Musca","Paul Rodriguez, CCH Pounder, Cliff Robertson","Animated",""
"Mercury Rising","Harold Becker","Bruce Willis, Alec Baldwin, Miko Hughes, Chi McBride, Kim Dickens","Drama",""
"Mighty Joe Young","Ron Underwood","Bill Paxton, Charlize Theron, David Paymer","Action","remake of 1949 film"
"The Mighty","Peter Chelsom","Kieran Culkin, Sharon Stone, Elden Henson, Harry Dean Stanton, Gena Rowlands, Gillian Anderson, James Gandolfini","Drama","from Rodman Philbrick book"
"Mighty Joe Young","Ron Underwood","Bill Paxton, Charlize Theron, Rade Šerbedžija, Peter Firth","Family",""
"The Mighty Kong","Art Scott","Dudley Moore, Jodi Benson, William Sage","Animated",""
"Montana","Jennifer Leitzes","Kyra Sedgwick, Stanley Tucci, Robin Tunney, Robbie Coltrane","Crime",""
"Monument Ave.","Ted Demme","Denis Leary, Colm Meaney, Famke Janssen, Martin Sheen","Crime",""
"Mulan","Tony Bancroft","Voices of Ming-Na, Eddie Murphy, Lea Salonga, Miguel Ferrer","Animated","Walt Disney"
"Music from Another Room","Charlie Peters","Jude Law, Jennifer Tilly, Gretchen Mol, Martha Plimpton","Rom com",""
"My Giant","Michael Lehmann","Billy Crystal, Gheorghe Mureșan, Kathleen Quinlan","Comedy",""
"The Naked Man","J. Todd Anderson","Michael Rapaport, Michael Jeter, Rachael Leigh Cook, Arija Bareikis","Comedy",""
"The Negotiator","F. Gary Gray","Samuel L. Jackson, Kevin Spacey, John Spencer, David Morse","Thriller",""
"New Rose Hotel","Abel Ferrara","Christopher Walken, Willem Dafoe, Asia Argento, Annabella Sciorra","Thriller",""
"The Newton Boys","Richard Linklater","Matthew McConaughey, Vincent D'Onofrio, Ethan Hawke, Skeet Ulrich","Crime","story of Newton Gang"
"Next Stop Wonderland","Brad Anderson","Hope Davis, Philip Seymour Hoffman, Callie Thorne","Comedy",""
"A Night at the Roxbury","John Fortenberry","Will Ferrell, Chris Kattan, Dan Hedaya, Loni Anderson","Comedy","based on Saturday Night Live skit"
"No Looking Back","Edward Burns","Lauren Holly, Jon Bon Jovi, Edward Burns","Drama",""
"The Object of My Affection","Nicholas Hytner","Jennifer Aniston, Paul Rudd, Steve Zahn, Allison Janney, Alan Alda","Comedy","from Stephen McAuley book"
"October 22","Richard Schenkman","Amanda Plummer, Colm Meaney, Paul Perri, Michael Paré","Drama",""
"The Odd Couple II","Howard Deutch","Jack Lemmon, Walter Matthau, Christine Baranski, Jean Smart, Jonathan Silverman","Comedy","The Odd Couple sequel"
"One Tough Cop","Bruno Barreto","Stephen Baldwin, Chris Penn, Gina Gershon","Action",""
"One True Thing","Carl Franklin","Meryl Streep, Renée Zellweger, William Hurt, Tom Everett Scott","Drama","from Anna Quindlen novel"
"The Opposite of Sex","Don Roos","Christina Ricci, Martin Donovan, Lisa Kudrow, Lyle Lovett","Drama",""
"Out of Sight","Steven Soderbergh","George Clooney, Jennifer Lopez, Don Cheadle, Ving Rhames, Dennis Farina, Albert Brooks, Steve Zahn, Isaiah Washington, Catherine Keener","Crime","based on a novel by Elmore Leonard"
"Outside Ozona","J. S. Cardone","Robert Forster, Kevin Pollak, Sherilyn Fenn, Penelope Ann Miller","Comedy",""
"Overnight Delivery","Jason Bloom","Reese Witherspoon, Sarah Silverman, Paul Rudd","Comedy",""
"Palmetto","Volker Schlöndorff","Woody Harrelson, Elisabeth Shue, Gina Gershon","Thriller",""
"The Parent Trap","Nancy Meyers","Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix","Family",""
"Patch Adams","Tom Shadyac","Robin Williams, Monica Potter, Philip Seymour Hoffman","Biography","story of Dr. Hunter Adams"
"Pauli","John Roberts","Jay Mohr, Tony Shalhoub, Gena Rowlands","Family",""
"Pecker","John Waters","Edward Furlong, Christina Ricci, Bess Armstrong, Mary Kay Place, Lili Taylor, Martha Plimpton","Comedy","New Line Cinema"
"The Pentagon Wars","Richard Benjamin","Kelsey Grammer, Cary Elwes, Richard Schiff, Viola Davis","Biography","made for TV"
"A Perfect Murder","Andrew Davis","Michael Douglas, Gwyneth Paltrow, Viggo Mortensen, David Suchet","Thriller","from Dial M for Murder"
"Permanent Midnight","David Veloz","Ben Stiller, Maria Bello, Elizabeth Hurley","Biography","story of Jerry Stahl"
"Phantasm IV: Oblivion","Don Coscarelli","A. Michael Baldwin, Reggie Bannister, Bill Thornbury","Horror",""
"Phantoms","Joe Chappelle","Ben Affleck, Peter O'Toole, Liev Schreiber","Horror",""
"Phoenix","Danny Cannon","Ray Liotta, Anjelica Huston, Anthony LaPaglia, Daniel Baldwin","Crime",""
"Pi","Darren Aronofsky","Mark Margolis, Pamela Hart, Sean Gullette","Science fiction","Aronofsky's first film"
"The Players Club","Ice Cube","Bernie Mac, Ice Cube, LisaRaye","Comedy",""
"Playing by Heart","Will Carroll","Angelina Jolie, Sean Connery, Gena Rowlands, Gillian Anderson, Dennis Quaid, Ryan Phillippe","Comedy","Hyperion Pictures"
"Pleasantville","Gary Ross","Tobey Maguire, Reese Witherspoon, Jeff Daniels, Joan Allen, William H. Macy, J. T. Walsh, Don Knotts","Fantasy","3 Oscar nominations"
"Polish Wedding","Theresa Connelly","Gabriel Byrne, Claire Danes, Mili Avital","Comedy",""
"Poodle Springs","Bob Rafelson","James Caan, David Keith, Dina Meyer, Joe Don Baker, Brian Cox","Mystery","from Raymond Chandler story"
"Practical Magic","Griffin Dunne","Nicole Kidman, Sandra Bullock, Stockard Channing, Dianne Wiest, Aidan Quinn","Comedy","from Alice Hoffman book"
"A Price Above Rubies","Boaz Yakin","Renée Zellweger, Christopher Eccleston, Julianna Margulies","Drama",""
"Primary Colors","Mike Nichols","John Travolta, Emma Thompson, Kathy Bates, Adrian Lester, Billy Bob Thornton","Drama","from Anonymous novel"
"The Prince of Egypt","Brenda Chapman","Voices of Michelle Pfeiffer, Val Kilmer, Ralph Fiennes, Steve Martin, Sandra Bullock","Animated",""
"Psycho","Gus Van Sant","Vince Vaughn, Anne Heche, Viggo Mortensen, William H. Macy, Julianne Moore","Thriller","remake of 1960 film"
"Quest for Camelot","Fred Du Chau","Voices of Gary Oldman, Don Rickles, Pierce Brosnan, Eric Idle, Jane Seymour, Gabriel Byrne, Cary Elwes, Bronson Pinchot, John Gielgud","Animated",""
"The Rat Pack","Rob Cohen","Ray Liotta, Joe Mantegna, Don Cheadle, Angus Macfadyen, Dan O'Herlihy, William L. Petersen, Željko Ivanek, Deborah Kara Unger","Biography","story of Frank Sinatra, Dean Martin, JFK"
"Reach the Rock","William Ryan","William Sadler, Alessandro Nivola","Drama",""
"Regret to Inform","Barbara Sonneborn","Barbara Sonneborn, Xuan Ngoc Nguyen","Documentary",""
"The Replacement Killers","Antoine Fuqua","Chow Yun-fat, Mira Sorvino, Michael Rooker","Action","Chow Yun-Fat's U.S. debut"
"Restaurant","Eric Bross","Adrien Brody, Elise Neal, Lauryn Hill","Drama",""
"Return to Paradise","Joseph Ruben","Vince Vaughn, Joaquin Phoenix, Vera Farmiga","Drama",""
"Riddler's Moon","Don McBrearty","Corbin Bernsen, Kate Mulgrew, Daniel Newman","Drama",""
"Ride","Millicent Shelton","Malik Yoba, Melissa De Sousa, John Witherspoon","Comedy",""
"Ringmaster","Neil Abramson","Jerry Springer, William McNamara, Molly Hagan, Jaime Pressly","Comedy","based on Jerry Springer Show"
"Ronin","John Frankenheimer","Robert De Niro, Jean Reno, Natascha McElhone, Jonathan Pryce, Stellan Skarsgård, Sean Bean, Katarina Witt","Action",""
"Rounders","John Dahl","Matt Damon, Edward Norton, Gretchen Mol, John Turturro, Martin Landau, John Malkovich","Drama","Miramax"
"Rudolph the Red-Nosed Reindeer: The Movie","William R. Kowalchuk","John Goodman, Alan Arkin, Eric Idle, Whoopi Goldberg","Animated",""
"The Rugrats Movie","Igor Kovalyov","E. G. Daily, Christine Cavanaugh, Kath Soucie","Animated",""
"Rush Hour","Brett Ratner","Jackie Chan, Chris Tucker, Tom Wilkinson","Action",""
"Rushmore","Wes Anderson","Jason Schwartzman, Bill Murray, Olivia Williams, Brian Cox","Comedy","Touchstone Pictures"
"Safe Men","John Hamburg","Sam Rockwell, Steve Zahn, Michael Lerner, Paul Giamatti","Comedy",""
"Saving Private Ryan","Steven Spielberg","Tom Hanks, Edward Burns, Matt Damon, Tom Sizemore, Dennis Farina, Ted Danson, Paul Giamatti, Bryan Cranston, Harve Presnell, Vin Diesel","Drama, War","11 Oscar nominations; won for Best Director"
"Savior","Predrag Antonijević","Dennis Quaid, Nastassja Kinski, Stellan Skarsgård","Drama",""
"The Second Arrival","Kevin S. Tenney","Patrick Muldoon, Jane Sibbett, Michael Sarrazin","Sci-fi",""
"Senseless","Penelope Spheeris","Marlon Wayans, David Spade, Matthew Lillard, Brad Dourif","Comedy",""
"Shadrach","Susanna Styron","Harvey Keitel, Andie MacDowell, John Franklin Sawyer","Drama",""
"Shakespeare in Love","John Madden","Gwyneth Paltrow, Joseph Fiennes, Geoffrey Rush, Colin Firth, Ben Affleck, Judi Dench","Drama","won 7 Oscars"
"The Siege","Edward Zwick","Denzel Washington, Annette Bening, Tony Shalhoub, Bruce Willis","Drama","20th Century Fox"
"Simon Birch","Mark Steven Johnson","Ian Michael Smith, Joseph Mazzello, Ashley Judd, Oliver Platt","Comedy",""
"A Simple Plan","Sam Raimi","Billy Bob Thornton, Bridget Fonda, Bill Paxton, Gary Cole","Drama","from Scott Smith novel"
"Since You've Been Gone","David Schwimmer","David Schwimmer, Lara Flynn Boyle, Teri Hatcher","Rom com",""
"Six Days Seven Nights","Ivan Reitman","Harrison Ford, Anne Heche, Allison Janney, David Schwimmer","Adventure",""
"Six-String Samurai","Lance Mungia","Jeffrey Falcon, Clifford Hugo, Lora Witty","Action",""
"Slam","Marc Levin","Saul Williams, Bönz Malone, Sonja Sohn","Drama",""
"Slappy and the Stinkers","Barnet Kellman","B. D. Wong, Bronson Pinchot, Jennifer Coolidge","Comedy",""
"Slums of Beverly Hills","Tamara Jenkins","Natasha Lyonne, Alan Arkin, Marisa Tomei","Comedy","Fox Searchlight"
"Small Soldiers","Joe Dante","Gregory Smith, Kirsten Dunst, Frank Langella, Tommy Lee Jones","Action Fantasy",""
"Smoke Signals","Chris Eyre","Adam Beach, Irene Bedard, Gary Farmer","Comedy",""
"Snake Eyes","Brian De Palma","Nicolas Cage, Gary Sinise, Carla Gugino, John Heard, Stan Shaw","Thriller","Paramount"
"Soldier","Paul W. S. Anderson","Kurt Russell, Jason Scott Lee, Connie Nielsen, Gary Busey","Science fiction","from Outer Limits episode"
"Somewhere in the City","Ramin Niami","Sandra Bernhard, Ornella Muti, Robert John Burke, Peter Stormare, Bai Ling","Comedy-drama",""
"Sour Grapes","Larry David","Steven Weber, Craig Bierko, Jennifer Leigh Warren","Comedy",""
"Species II","Peter Medak","Natasha Henstridge, Michael Madsen, Marg Helgenberger, James Cromwell, Mykelti Williamson, George Dzundza","Science fiction","Species sequel"
"Sphere","Barry Levinson","Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Liev Schreiber","Science fiction","from Michael Crichton novel"
"Spice World","Bob Spiers","Spice Girls, Richard E. Grant, Alan Cumming, George Wendt, Roger Moore","Musical, Comedy","7 Razzie nominations"
"Star Trek: Insurrection","Jonathan Frakes","Patrick Stewart, F. Murray Abraham, Donna Murphy","Science fiction","Star Trek sequel"
"Stepmom","Chris Columbus","Julia Roberts, Susan Sarandon, Ed Harris","Drama","Columbia Pictures"
"Strangeland","John Pieplow","Kevin Gage, Robert Englund, Amy Smart","Horror",""
"Suicide Kings","Peter O'Fallon","Christopher Walken, Denis Leary, Sean Patrick Flanery, Johnny Galecki, Jay Mohr, Jeremy Sisto, Henry Thomas, Cliff DeYoung, Laura San Giacomo","Crime","from Don Stanford story"
