"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Pray the Devil Back to Hell","Gini Reticker","women in Liberia","Documentary","Balcony Releasing"
"Pride and Glory","Gavin O'Connor","Edward Norton, Colin Farrell","Crime drama","New Line Cinema"
"Prom Night","Nelson McCormick","Brittany Snow, Scott Porter, Johnathon Schaech, Idris Elba","Horror","Screen Gems; based on 1980 film"
"The Promotion","Steven Conrad","Seann William Scott, John C. Reilly","Comedy","Dimension Films"
"Proud American","Fred Ashman","the American spirit","Documentary","Slowhand Cinema"
"Punisher: War Zone","Lexi Alexander","Ray Stevenson, Dominic West, Doug Hutchison, Wayne Knight","Superhero","Lionsgate"
"Quantum of Solace","Marc Forster","Daniel Craig, Olga Kurylenko, Mathieu Amalric","Action, 007","Metro-Goldwyn-Mayer, Columbia Pictures Preceded by Casino Royale (2006)"
"Quarantine","John Erick Dowdle","Jennifer Carpenter, Steve Harris, Jay Hernandez, Columbus Short","Horror","Screen Gems Based on REC"
"Rachel Getting Married","Jonathan Demme","Anne Hathaway, Debra Winger, Rosemarie DeWitt","Drama","Sony Pictures Classics"
"Rambo","Sylvester Stallone","Sylvester Stallone, Julie Benz","Action","Lionsgate Preceded by Rambo III (1988)"
"The Reader","Stephen Daldry","Kate Winslet, Ralph Fiennes, David Kross, Lena Olin","Drama","The Weinstein Company Based on The Reader by Bernhard Schlink"
"Redbelt","David Mamet","Chiwetel Ejiofor, Tim Allen, Alice Braga, Randy Couture, Ricky Jay, Joe Mantegna, Emily Mortimer, David Paymer, Rebecca Pidgeon, Rodrigo Santoro","Drama, Martial arts","Sony Pictures Classics"
"Religulous","Larry Charles","organized religion and religious belief","Documentary","Lionsgate"
"Rent: Filmed Live on Broadway","Michael John Warren","Rent","Musical","Sony Pictures Releasing"
"Repo! The Genetic Opera","Darren Lynn Bousman","Alexa Vega, Anthony Stewart Head, Sarah Brightman, Paris Hilton","Horror, Musical","Lionsgate"
"Revolutionary Road","Sam Mendes","Leonardo DiCaprio, Kate Winslet, Michael Shannon, Kathryn Hahn, Kathy Bates","Drama","DreamWorks Based on Revolutionary Road by Richard Yates"
"Righteous Kill","Jon Avnet","Robert De Niro, Al Pacino, Carla Gugino, Curtis Jackson, Donnie Wahlberg","Crime drama","Overture Films"
"The Rocker","Peter Cattaneo","Rainn Wilson, Christina Applegate, Jeff Garlin, Josh Gad, Teddy Geiger, Emma Stone","Comedy","20th Century Fox"
"Role Models","David Wain","Seann William Scott, Paul Rudd, Christopher Mintz-Plasse, Bobb'e J. Thompson, Jane Lynch, Elizabeth Banks","Comedy","Universal Pictures, Relativity Media"
"The Ruins","Carter Smith","Jonathan Tucker, Jena Malone, Shawn Ashmore, Laura Ramsey, Joe Anderson","Horror","DreamWorks Pictures, Spyglass Entertainment Based on novel by Scott Smith"
"Saw V","David Hackl","Tobin Bell, Julie Benz, Meagan Good, Costas Mandylor","Horror","Lionsgate; preceded by Saw IV (2007)"
"The Secret Life of Bees","Gina Prince-Bythewood","Queen Latifah, Dakota Fanning, Jennifer Hudson, Alicia Keys, Sophie Okenedo, Paul Bettany, Tristan Wilds","Drama","Fox Searchlight Pictures Based on The Secret Life of Bees by Sue Monk Kidd"
"Semi-Pro","Kent Alterman","Will Ferrell, Woody Harrelson, André Benjamin","Comedy, Sports","New Line Cinema"
"Seven Pounds","Gabriele Muccino","Will Smith, Rosario Dawson, Woody Harrelson, Barry Pepper","Drama","Columbia Pictures"
"Sex and the City","Michael Patrick King","Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth","Comedy","New Line Cinema; based on Sex and the City"
"Sex Drive","Sean Anders","Josh Zuckerman, Amanda Crew, Clark Duke, Seth Green, James Marsden","Comedy","Summit Entertainment; based on All the Way by Andy Behrens"
"Shutter","Masayuki Ochiai","Joshua Jackson, Rachael Taylor, James Kyson Lee, David Denman","Horror","Based on Shutter (2004)"
"The Sisterhood of the Traveling Pants 2","Sanaa Hamri","Amber Tamblyn, America Ferrera, Blake Lively, Alexis Bledel","Comedy-drama","Warner Bros., Based on Forever in Blue: The Fourth Summer of the Sisterhood preceded by The Sisterhood of the Traveling Pants"
"Sleepwalking","William Maher","Nick Stahl, AnnaSophia Robb, Charlize Theron, Woody Harrelson, Dennis Hopper","Drama","Overture Films"
"Smart People","Noam Murro","Dennis Quaid, Sarah Jessica Parker, Ellen Page, Thomas Haden Church, Ashton Holmes","Comedy","Miramax Films"
"Soul Men","Malcolm D. Lee","Samuel L. Jackson, Bernie Mac","Comedy, Musical","Dimension Films"
"Space Chimps","Kirk De Micco","Cheryl Hines, Stanley Tucci, Kenan Thompson, Andy Samberg","Animation","20th Century Fox"
"Speed Racer","Andy and Larry Wachowski","Emile Hirsch, Christina Ricci, John Goodman, Susan Sarandon, Matthew Fox","Science fiction","Warner Bros.; based on Speed Racer"
"The Spiderwick Chronicles","Mark Waters","Freddie Highmore, Sarah Bolger, Mary-Louise Parker, David Strathairn","Family, Fantasy","Paramount Pictures Based on The Spiderwick Chronicles by Tony DiTerlizzi"
"Spike","Robert Beaucage","Edward Gusts, Sarah Livingston Evans, Anna-Marie Wayne","Horror","Best of the Fest, Best Fantasy Feature Film"
"The Spirit","Frank Miller","Gabriel Macht, Samuel L. Jackson, Scarlett Johansson, Eva Mendes, Paz Vega, Dan Lauria","Science fiction","Based on Spirit by Will Eisner"
"Spy School","Mark Blutman","Forrest Landis, AnnaSophia Robb, Rider Strong, Roger Bart","Family, spy","Kosmic Film Entertainment"
"Star Wars: The Clone Wars","Dave Filoni","James Arnold Taylor, Matt Lanter, Ashley Eckstein, Tom Kane","Animation","Warner Bros., Lucasfilm Animation"
"Step Brothers","Adam McKay","Will Ferrell, John C. Reilly, Richard Jenkins, Mary Steenburgen, Adam Scott, Kathryn Hahn","Comedy","Columbia Pictures"
"Step Up 2: The Streets","Jon Chu","Briana Evigan, Robert Hoffman, Will Kemp, Adam G. Sevani","Dance","Touchstone Pictures Preceded by Step Up (2006)"
"Stop-Loss","Kimberly Peirce","Ryan Phillippe, Abbie Cornish, Channing Tatum, Joseph Gordon-Levitt, Rob Brown","War","MTV Films, Paramount Pictures"
"Strange Wilderness","Fred Wolf","Steve Zahn, Allen Covert, Jonah Hill","Comedy","Paramount Pictures"
"The Strangers","Bryan Bertino","Liv Tyler, Scott Speedman","Horror","Rogue Pictures"
"Street Kings","David Ayer","Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans, Common, The Game","Crime drama","Fox Searchlight Pictures, Regency Enterprises"
"Superhero Movie","Craig Mazin","Drake Bell, Sara Paxton, Leslie Nielsen, Christopher McDonald","Comedy, parody","Dimension Films, MGM"
"Swing Vote","Joshua Michael Stern","Kevin Costner, Paula Patton, Kelsey Grammer, Dennis Hopper","Comedy","Touchstone Pictures"
"Taken","Pierre Morel","Liam Neeson, Famke Janssen, Maggie Grace","Thriller","20th Century Fox"
"The Tale of Despereaux","Sam Fell, Robert Stevenhagen","Matthew Broderick, Emma Watson, Dustin Hoffman, Robbie Coltrane","Animation","Universal Pictures Based on The Tale of Despereaux by Kate DiCamillo"
"Traitor","Jeffrey Nachmanoff","Don Cheadle, Guy Pearce, Jeff Daniels","Spy","Overture Films"
"Tropic Thunder","Ben Stiller","Ben Stiller, Jack Black, Robert Downey, Jr., Steve Coogan, Nick Nolte, Tom Cruise","Comedy","DreamWorks Pictures"
"Trouble the Water","Tia Lessin, Carl Deal","two survivors of Hurricane Katrina","Documentary","the Grand Jury Prize: Documentary"
"Twilight","Catherine Hardwicke","Kristen Stewart, Robert Pattinson, Ashley Greene, Peter Facinelli, Billy Burke, Anna Kendrick","Fantasy, Romance","Summit Entertainment Based on Twilight by Stephenie Meyer"
"U2 3D","Catherine Owens, Mark Pellington","Bono, The Edge, Adam Clayton, Larry Mullen, Jr.","Concert","National Geographic"
"Untraceable","Gregory Hoblit","Diane Lane, Colin Hanks, Billy Burke, Joseph Michael Cross","Thriller","Screen Gems"
"Valkyrie","Bryan Singer","Tom Cruise, Kenneth Branagh, Eddie Izzard, Bill Nighy","War","United Artists"
"Vantage Point","Pete Travis","Dennis Quaid, Matthew Fox, Forest Whitaker, Sigourney Weaver, William Hurt","Thriller","Columbia Pictures"
"Vicky Cristina Barcelona","Woody Allen","Javier Bardem, Penélope Cruz, Scarlett Johansson, Rebecca Hall, Patricia Clarkson","Romance","Winner of the Golden Globe Award for Best Motion Picture – Musical or Comedy"
"W.","Oliver Stone","Josh Brolin, James Cromwell, Ellen Burstyn, Elizabeth Banks, Thandie Newton, Richard Dreyfuss, Toby Jones, Jeffrey Wright, Scott Glenn","Biography, drama","Lions Gate Entertainment"
"The Wackness","Jonathan Levine","Ben Kingsley, Josh Peck, Famke Janssen, Olivia Thirlby, Mary-Kate Olsen, Method Man","Dramedy","Sony Pictures Classics"
