"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Alter Egos","Jordan Galland","Sean Lennon, Danny Masterson, Geneva Carr, Kris Lemche, John Ventimiglia, Christine Evangelista","Comedy","TriStar Pictures"
"The Amazing Adventures of the Living Corpse","Justin Paul Ritter","Michael Villar, Marshall Hilton, Ryan McGivern","Horror","Anchor Bay Films"
"The Amazing Spider-Man","Marc Webb","Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Campbell Scott, Irrfan Khan, Martin Sheen, Sally Field, Chris Zylka","Superhero","Columbia Pictures, Marvel Entertainment, Relativity Media Based on the comic book of the same name by Stan Lee and Steve Ditko"
"American Reunion","Jon Hurwitz and Hayden Schlossberg","Jason Biggs, Alyson Hannigan, Thomas Ian Nicholas, Chris Klein, Seann William Scott, Eddie Kaye Thomas, Tara Reid, Shannon Elizabeth, Natasha Lyonne, Mena Suvari, Chris Owen, Eugene Levy, Jennifer Coolidge, John Cho, Katrina Bowden, Jay Harrington","Comedy","Universal Pictures Preceded by American Wedding (2003)"
"Any Day Now","Travis Fine","Alan Cumming, Garret Dillahunt, Gregg Henry, Jamie Anne Allman, Chris Mulkey","Drama","Music Box Films"
"Apostle Peter and the Last Supper","Gabriel Sabloff","Robert Loggia, Bruce Marchiano, Sarah Prikryl","Drama","Virgil Films"
"The Apparition","Todd Lincoln","Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill, Luke Pasqualino, Suzanne Ford","Supernatural thriller","Warner Bros. Pictures Dark Castle Entertainment"
"Arbitrage","Nicholas Jarecki","Richard Gere, Susan Sarandon, Tim Roth, Brit Marling, Laetitia Casta, Nate Parker","Drama","Lionsgate"
"Arcadia","Olivia Silver","John Hawkes, Ryan Simpkins, Ty Simpkins, Kendall Toole","Drama","DViant Films"
"Argo","Ben Affleck","Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman, Kyle Chandler, Victor Garber, Tate Donovan, Clea DuVall, Michael Parks, Tom Lenk, Christopher Stanley, Taylor Schilling, Ashley Wood, Chris Messina, Richard Kind, Titus Welliver, Rory Cochrane, Devansh Mehta, Omid Abtahi, Scoot McNairy, Kerry Bishé, Christopher Denham, Bob Gunton, Philip Baker Hall, Adrienne Barbeau, Fouad Hajji","Thriller","Warner Bros. Pictures Based on The Master of Disguise by Antonio J. Mendez and The Great Escape by Joshuah Bearman"
"Art Machine","Doug Karr","Joseph Cross, Jessica Szohr, Joey Lauren Adams, Meredith Hagner, Lynn Cohen","Drama","Sundial Pictures"
"Atlas Shrugged: Part II","John Putch","Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian, Kim Rhodes, Richard T. Jones, D. B. Sweeney, Paul McCrane, John Rubinstein, Robert Picardo, Ray Wise, Diedrich Bader, Bug Hall, Arye Gross, Rex Linn, Larisa Oleynik, Thomas F. Wilson, Teller, Sean Hannity, Juan Williams, Bob Beckel, Tamara Holder","Drama, Mystery","Atlas Distribution Company, Either Or Productions Based on the novel of the same name by Ayn Rand Preceded by Atlas Shrugged: Part I (2011)”
"ATM","David Brooks","Brian Geraghty, Alice Eve, Josh Peck, Mike O'Brian","Thriller","IFC Films"
"Atom the Amazing Zombie Killer","Zack Beins","Mark Shonsey, Lindy Starr, Zachary Byron Helm, Lloyd Kaufman","Comedy, Horror","Bizjack Flemco"
"The Avengers","Joss Whedon","Robert Downey, Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Tom Hiddleston, Clark Gregg, Cobie Smulders, Stellan Skarsgård, Samuel L. Jackson","Superhero","Walt Disney Pictures, Marvel Studios Based on the comic book of the same name by Stan Lee and Jack Kirby"
"The Babymakers","Jay Chandrasekhar","Paul Schneider, Olivia Munn, Kevin Heffernan, Nat Faxon, Constance Zimmer","Comedy","Millennium Entertainment"
"Bachelorette","Leslye Headland","Kirsten Dunst, Isla Fisher, Lizzy Caplan, James Marsden, Kyle Bornheimer, Rebel Wilson, Adam Scott","Comedy","RADius-TWC, Gary Sanchez Productions"
"Bad Ass","Craig Moss","Danny Trejo, Charles S. Dutton, Ron Perlman, Shalim Ortiz, Jillian Murray, Winter Ave Zoli, Richard Riehle","Action","Samuel Goldwyn Films, 20th Century Fox"
"Bad Kids Go to Hell","Matthew Spradlin","Cameron Deane Stewart, Augie Duke, Ali Faulkner, Roger Edwards, Amanda Alch, Marc Donato","Comedy, Thriller","Phase 4 Films"
"Barbie in A Mermaid Tale 2","William Lau","Kelly Sheridan, Nicole Oliver, Kathleen Barr, Tabitha St. Germain, Nakia Burrise","Adventure","Universal Studios Home Entertainment Preceded by Barbie in A Mermaid Tale (2010)"
"Barbie: The Princess and the Popstar","Zeke Norton","Kelly Sheridan, Ellie King, Jonathan Holmes, Allison Warnyca","Fantasy","Universal Studios Home Entertainment"
"The Barrens","Darren Lynn Bousman","Stephen Moyer, Mia Kirshner, Allie MacDonald","Horror","Anchor Bay Films"
"Barricade","Andrew Currie","Eric McCormack, Jody Thompson, Donnelly Rhodes, Conner Dwelly, Ryan Grantham","Thriller","WWE Studios”
"Batman Revealed","Chris Clark","David Stewart III, Chris Clark, Derek Mindler, Timothy Nugent, Jeff Trently, Jack Pinto, Tom Scholl","Thriller","DJMJ Entertainment"
"Batman: The Dark Knight Returns","Jay Oliva","Peter Weller, Ariel Winter, David Selby, Wade Williams","Superhero","Warner Bros. Based on the comic book The Dark Knight Returns (1986) by Frank Miller"
"The Battery","Jeremy Gardner","Jeremy Gardner, Adam Cronheim, Niels Bolle, Alana O'Brien","Drama, Horror","Screen Division"
"Battlefield America","Chris Stokes","Marques Houston, Mekia Cox, Lynn Whitfield, Christopher Michael Jones, JoJo Wright, Tristen Carter, Valarie Pettiford, Gary Anthony Sturgis, Kida Burns, Zach Balandres, Carmen Bicondova, Edward Mandell, Kyle Brooks","Dance, Drama","Brian & Barrett Pictures, Cinedigm"
"Battleship","Peter Berg","Taylor Kitsch, Liam Neeson, Alexander Skarsgård, Rihanna, Brooklyn Decker, Tadanobu Asano, Hamish Linklater, Jesse Plemons, John Tui, Gregory D. Gadson, Adam Godley, Peter MacNicol","Action, Science fiction","Universal Pictures, Bluegrass Films, Hasbro Studios Based on the board game of the same name by Hasbro”
"The Bay","Barry Levinson","Kether Donohue, Kristen Connolly, Anthony Reynolds, Michael Beasley","Horror","Lions Gate Entertainment"
"BearCity 2: The Proposal","Doug Langway","Gerald McCullouch, Joe Conti, Stephen Guarino, Kathy Najimy","Comedy, Drama","Preceded by BearCity (2010)"
"Beasts of the Southern Wild","Benh Zeitlin","Quvenzhané Wallis, Dwight Henry, Jonshel Alexander, Marilyn Barbarin, Kaliana Brower, Nicholas Clark, Henry D. Coleman, Levy Easterly, Philip B. Lawrence","Drama, Fantasy","Fox Searchlight Pictures, Journeyman Pictures, Cinereach, Court 13 Pictures Based on the play Juicy and Delicious by Lucy Alibar"
"Beauty and the Beast 3D","Gary Trousdale, Kirk Wise","Paige O'Hara, Robby Benson, Richard White, Jerry Orbach, David Ogden Stiers, Angela Lansbury, Bradley Pierce, Rex Everhart, Jesse Corti, Hal Smith, Jo Anne Worley","Family, Animated, Fantasy","Walt Disney Pictures, Walt Disney Animation Studios"
"The Beauty Inside","Drake Doremus","Mary Elizabeth Winstead, Topher Grace, Matthew Gray Gubler, Caitriona Balfe, Oliver Muirhead","Social","YouTube, Facebook Preceded by Inside (2011)"
"Being Flynn","Paul Weitz","Robert De Niro, Paul Dano, Olivia Thirlby, Lili Taylor, Julianne Moore","Drama","Focus Features Based on the memoir Another Bullshit Night in Suck City by Nick Flynn"
"Ben Banks","Bryce Clark","Mischa Barton, Melora Hardin, Katharine Towne, Kim Huffman","Comedy, Drama","Spotlight Pictures"
"Bending the Rules","Artie Mandelberg","Adam ""Edge"" Copeland, Jamie Kennedy, Jennifer Esposito, Alicia Witt, Kevin Weisman, Philip Baker Hall, Jessica Walter","Buddy cop, Comedy","WWE Studios"
"Bernie","Richard Linklater","Jack Black, Shirley MacLaine, Matthew McConaughey","Black comedy","Millennium Entertainment, Castle Rock Entertainment Based on the 1998 Texas Monthly magazine article Midnight in the Garden of East Texas by Skip Hollandsworth"
"Best Man Down","Ted Koland","Justin Long, Jess Weixler, Tyler Labine, Addison Timlin, Shelley Long, Frances O'Connor, Evan Jones","Drama","Magnolia Pictures"
"Beverly Hills Chihuahua 3: Viva la Fiesta!","Lev L. Spiro","Marcus Coloma, Erin Cahill, Cedric Yarbrough, Frances Fisher, Briana Lane, Sebastian Roche, Kyle Gass, Jason Brooks, Amanda Fuller","Family film","Disney, Direct-to-DVD Preceded by Beverly Hills Chihuahua 2"
"Beyond","Josef Rusnak","Jon Voight, Teri Polo, Dermot Mulroney, Ben Crowley, Chloe Lesslie","Thriller","Anchor Bay Entertainment"
"Big Miracle","Ken Kwapis","Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston, Megan Angela Smith","Family, Romantic drama","Universal Pictures Based on Freeing the Whales by Tom Rose"
"Big Top Scooby-Doo!","Spike Brandt","Frank Welker, Matthew Lillard, Grey DeLisle, Mindy Cohn, Craig Ferguson","Family, Direct-to-DVD","Warner Bros. Preceded by Scooby-Doo! Music of the Vampire (2012)"
"Bill W","Dan Carracino","About the founder of Alcoholics Anonymous","Documentary","Page 124 Productions"
"Bindlestiffs","Andrew Edison","Andrew Edison, Luke Loftin, John Karna, Will Fordyce","Comedy","SModcast Pictures"
"Black Rock","Katie Aselton","Katie Aselton, Lake Bell, Kate Bosworth, Will Bouvier, Jay Paulson","Horror","LD Entertainment"
"Blood for Irina","Chris Alexander","Shauna Henry, Carrie Gemmell, David Goodfellow, Andre Becker, Mark Goodfellow","Horror","Autonomy Pictures"
"Border Run","Gabriela Tagliavini","Sharon Stone, Billy Zane, Manolo Cardona, Rosemberg Salgado","Drama","Square One Entertainment"
"The Bourne Legacy","Tony Gilroy","Jeremy Renner, Rachel Weisz, Edward Norton, Joan Allen, Albert Finney, Scott Glenn, Stacy Keach, Oscar Isaac, David Strathairn","Action, Spy film","Universal Pictures Preceded by The Bourne Ultimatum (2007)"
"Brake","Gabe Torres","Stephen Dorff, Chyler Leigh, JR Bourne, Tom Berenger, Pruitt Taylor Vince","Thriller","IFC Films"
"Branded","Jamie Bradshaw and Aleksandr Dulerayn","Ed Stoppard, Leelee Sobieski, Jeffrey Tambor, Ingeborga Dapkūnaitė, Max von Sydow","Science fiction","Roadside Attractions"
"Brave","Mark Andrews, Brenda Chapman, Steve Purcell (co-director)","Kelly Macdonald, Julie Walters, Billy Connolly, Emma Thompson, Kevin McKidd, Craig Ferguson, Robbie Coltrane","Adventure, Animated, Fantasy","Walt Disney Pictures, Pixar"
"Breaking Wind","Craig Moss","Heather Ann Davis, Eric Callero, Frank Pacheco","Parody","Lions Gate Entertainment"
"Broken Roads","Justin Chambers","Sally Kirkland, Aidan Bristow, Shoshana Bush, Rolonda Watts","Drama","Synkronized Films"
"Bully","Lee Hirsch","Bullying in U.S. schools.","Documentary","The Weinstein Company"
"Butter","Jim Field Smith","Jennifer Garner, Ty Burrell, Olivia Wilde, Rob Corddry, Ashley Greene, Alicia Silverstone, Yara Shahidi, Hugh Jackman","Comedy","RADius-TWC"
"The Cabin in the Woods","Drew Goddard","Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz, Jesse Williams, Richard Jenkins, Bradley Whitford, Brian J. White, Amy Acker, Tom Lenk","Horror thriller","Lionsgate"
"Caesar and Otto's Deadly Christmas","Dave Campfield","Dave Campfield, Paul Chomicki, Felissa Rose, Linnea Quigley, Lloyd Kaufman","Horror comedy","Wild Eye Releasing Preceded by Caesar and Otto meet Dracula's Lawyer (2010)"
"California Solo","Marshall Lewy","Robert Carlyle, Kathleen Wilhoite, Michael Des Barres, Danny Masterson","Drama","Strand Releasing"
"California Winter","Odin Ozdil","Michael Ironside, Rutina Wesley, Erick Avari, Elizabeth Dominguez, Laura Cerón, Sean Patrick Murphy","Drama","Intrinsic Value Films"
"Call Me Kuchu","Malika Zouhall-Worrall and Katherine Fairfax Wright","Exploring the struggles of the LGBT community in Uganda, focusing in part on the 2011 murder of LGBT activist David Kato.","Documentary","Cinedigm"
"The Campaign","Jay Roach","Will Ferrell, Zach Galifianakis, Jason Sudeikis, Katherine LaNasa, Dylan McDermott, John Lithgow, Dan Aykroyd, Brian Cox","Comedy","Warner Bros. Pictures"
"Caroline and Jackie","Adam Christian Clark","Marguerite Moreau, Bitsie Tulloch, David Giuntoli, Jason Gray-Stanford","Drama","Phase 4 Films”
"Casa de Mi Padre","Matt Piedmont","Will Ferrell, Gael García Bernal, Diego Luna, introducing Génesis Rodríguez, with Pedro Armendáriz and Nick Offerman, Efren Ramirez, Adrian Martinez, Héctor Jiménez","Comedy","Pantelion Films, Gary Sanchez Productions, NALA Films"
"Celeste and Jesse Forever","Lee Toland Krieger","Rashida Jones, Andy Samberg, Chris Messina, Ari Graynor, Eric Christian Olsen, Will McCormack, with Elijah Wood and Emma Roberts, Rich Sommer, Rafi Gavron, Matthew Del Negro","Romantic comedy","Sony Pictures Classics"
"The Central Park Five","Ken Burns, Sarah Burns","About the Central Park jogger case","Documentary","Sundance Selects"
"Changing the Game","Rel Dowdell","Tony Todd, Sean Riggs, Irma P. Hall, Sticky Fingaz, Brandon Ruckdashel, Dennis L.A. White","Drama","Lions Gate Entertainment"
"Chasing Ice","Jeff Orlowski","Publicizing the effects of climate change","Documentary","Submarine Deluxe"
"Chasing Mavericks","Curtis Hanson and Michael Apted","Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer, Leven Rambin, Taylor Handley, Scott Eastwood, Greg Long, Peter Mel, Zach Wormhoudt","Biography, Drama","Fox 2000 Pictures, Walden Media"
"Chernobyl Diaries","Bradley Parker","Jesse McCartney, Jonathan Sadowski, Devin Kelley, Olivia Taylor Dudley, Nathan Phillips, Ingrid Bolsø Berdal, Dimitri Diatchenko","Horror","Warner Bros., Alcon Entertainment Based on The Diary of Lawson Oxford by Oren Peli"
"Chimpanzee","Alastair Fothergill and Mark Linfield","A young chimpanzee named Oscar finds himself alone in the African forests until he is adopted by another chimpanzee. Narrated by Tim Allen.","Nature documentary","Disneynature"
"A Christmas Story 2","Brian Levant","Braeden Lemasters, Daniel Stern, Stacey Travis, Valin Shinyei, David W. Thompson","Family","Warner Bros. Preceded by A Christmas Story (1983)"
"Christmas with the Dead","Terrill Lee Lankford","Damian Maffei, Brad Maule, Kasey Lansdale","Horror","Drive-in Movies Based on the short story Christmas with the Dead by Joe R. Lansdale"
"Chronicle","Josh Trank","Dane DeHaan, Michael B. Jordan, Alex Russell, Michael Kelly, Ashley Hinshaw, Anna Wood, Joe Vaz","Science fiction","20th Century Fox, Davis Entertainment"
"The Citizen","Sam Kadi","Khaled El Nabawy, Agnes Bruckner, Rizwan Manji","Drama","Monterey Media"
"Clash of the Empires","Joseph Lawson","Christopher Judge, Bai Ling, Sun Korng, Kyle Morris","Fantasy","The Asylum"
"Cloud Atlas","Lana and Andy Wachowski and Tom Tykwer","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Bae Doona, Ben Whishaw, James D'Arcy, Zhou Xun, Keith David, David Gyasi, Susan Sarandon, Hugh Grant","Adventure, Drama, Epic","Warner Bros. Pictures Based on the novel of the same name by David Mitchell"
"The Cold Light of Day","Mabrouk El Mechri","Henry Cavill, Sigourney Weaver and Bruce Willis, Verónica Echegui, Roschdy Zem, Oscar Jaenada, Joseph Mawle, Caroline Goodall, Rafi Gavron, Emma Hamilton, Michael Budd, Jim Piddock, Paloma Bloyd, Colm Meaney","Action thriller","Summit Entertainment"
"The Collection","Marcus Dunstan","Josh Stewart, Courtney Lauren Cumming, Christopher McDonald, Lee Tergesen, Randall Archer, Shannon Kane","Horror, Thriller","LD Entertainment"
"Come Morning","Derrick Sims","Michael Ray Davis, Thor Wahlestedt, Elise Rovinsky, Thomas Moore, Blake Logan","Thriller","Fabled Motion Pictures"
"The Comedy","Rick Alverson","Tim Heidecker, Eric Wareheim, Kate Lyn Sheil, Alexia Rasmussen, Gregg Turkington, James Murphy","Black comedy","Tribeca Film, Glass Eye Pix"
"Compliance","Craig Zobel","Ann Dowd, Dreama Walker, Pat Healy, Bill Camp, Ashlie Atkinson, Phillip Ettinger, James McCaffrey","Drama","Magnolia Pictures"
"Contraband","Baltasar Kormákur","Mark Wahlberg, Kate Beckinsale, Ben Foster, Giovanni Ribisi, Caleb Landry Jones, Lukas Haas, Diego Luna, J. K. Simmons","Action thriller","Universal Pictures, Relativity Media Remake of the Icelandic 2008 film Reykjavik-Rotterdam by Arnaldur Indriðason and Óskar Jónasson"
"Cowgirls 'n Angels","Timothy Armstrong","Bailee Madison, James Cromwell, Jackson Rathbone, Alicia Witt, Kathleen Rose Perkins, Frankie Faison","Family","Samuel Goldwyn Films"
"Crave","Charles de Lauzirika","Josh Lawson, Emma Lung, Ron Perlman, Edward Furlong, Christopher Stapleton, William Gines","Drama","Phase 4 Films”
"Crazy Eyes","Adam Sherman","Lukas Haas, Madeline Zima, Jake Busey, Tania Raymonde, Ray Wise","Drama","Strand Releasing"
"Crooked Arrows","Steve Rash","Brandon Routh, Crystal Allen, Chelsea Ricketts, Dennis Ambriz, Michael Hudson, Gil Birmingham, Tyler Hill","Drama, Sports","Marker Entertainment"
"Damsels in Distress","Whit Stillman","Greta Gerwig, Adam Brody, Analeigh Tipton, Megalyn Echikunwoke, Carrie MacLemore, Hugo Becker, Billy Magnussen, Ryan Metcalf, Caitlin Fitzgerald, Jermaine Crawford, Aubrey Plaza, Zach Woods, Taylor Nichols, Carolyn Farina","Dramedy","Sony Pictures Classics"
"The Dark Knight Rises","Christopher Nolan","Christian Bale, Michael Caine, Gary Oldman, Tom Hardy, Anne Hathaway, Marion Cotillard, Joseph Gordon-Levitt, Morgan Freeman","Crime drama, Superhero","Warner Bros. Pictures Preceded by The Dark Knight (2008)"
"Dark Shadows","Tim Burton","Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Eva Green, Jackie Earle Haley, Bella Heathcote, Chloë Grace Moretz, Jonny Lee Miller, Gulliver McGrath","Horror comedy","Warner Bros. Pictures, Village Roadshow Pictures Based on the gothic soap opera of the same name by Dan Curtis"
"Dark Tide","John Stockwell","Halle Berry, Olivier Martinez, Ralph Brown, Luke Tyler, Mark Elderkin","Action","Wreckin Hill Entertainment”
"A Dark Truth","Damian Lee","Andy Garcia, Kim Coates, Deborah Kara Unger, Eva Longoria, Forest Whitaker","Thriller","Magnolia Pictures"
"Darling Companion","Lawrence Kasdan","Mark Duplass, Richard Jenkins, Diane Keaton, Kevin Kline, Elisabeth Moss, Sam Shepard, Dianne Wiest, Ayelet Zurer","Comedy","Sony Pictures Classics"
"Day One","Nathan Frankowski","Kat Dennings, Chad Michael Murray, Rupert Friend, Corbin Bleu, Juliana Harkavy, Brian Patrick Clarke","Drama","Two Streets Entertainment"
"Dead Before Dawn","April Mullen","Devon Bostick, Christopher Lloyd, Martha MacIsaac, Brandon Jay McLaren","Horror comedy","Gaiam Vivendi"
"Dead Man's Burden","Jared Moshe","Barlow Jacobs, Clare Bowen, David Call, Richard Riehle, Joseph Lyle Taylor","Western","Cinedigm"
"Deadfall","Stefan Ruzowitzky","Eric Bana, Olivia Wilde, Jason Cavalier, Charlie Hunnam, Kris Kristofferson, Alain Goulem","Drama","Magnolia Pictures"
"Deadline","Curt Hahn","Eric Roberts, Steve Talley, J.D. Souther, David Dwyer","Drama","Freestyle Releasing Based on the novel Grievances by Mark Ethridge"
"Death Race 3: Inferno","Roel Reiné","Luke Goss, Danny Trejo, Ving Rhames, Robin Shou, Eugene Khumbanyiwa","Action","Universal Pictures Preceded by Death Race 2 (2011)"
"Deep Dark Canyon","Abe Levy","Ted Levine, Spencer Treat Clark, Nick Eversman, Martin Starr, Matthew Lillard","Thriller","Colorfast Pictures"
"Detachment","Tony Kaye","Adrien Brody, Marcia Gay Harden, Christina Hendricks, William Petersen, Bryan Cranston, Tim Blake Nelson, Betty Kaye, Sami Gayle, Lucy Liu, Blythe Danner, James Caan","Drama","Tribeca Film"
"Detention of the Dead","Alex Craig Mann","Jacob Zachar, Alexa Nikolas, Christa B. Allen, Jayson Blair","Horror comedy","Anchor Bay Films Based on the play of the same name by Rob Rinow"
"The Devil Inside","William Brent Bell","Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama, Suzan Crowley, Bonnie Morgan, Brian Johnson, Preston James Hillier, D. T. Carney","Horror","Paramount Pictures"
"Diary of a Wimpy Kid: Dog Days","David Bowers","Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick, Rachael Harris, Connor Fielding, Owen Fielding, Peyton List, Karan Brar, Melissa Roxburgh, Grayson Russell, Laine MacNeil, Sachin Tyler Sadachcharan","Comedy","20th Century Fox, Color Force Based on The Last Straw and the book of the same name by Jeff Kinney Preceded by Rodrick Rules (2011)"
"The Dictator","Larry Charles","Sacha Baron Cohen, Anna Faris, Ben Kingsley, Jason Mantzoukas, John C. Reilly, Megan Fox, B. J. Novak, Bobby Lee, Kevin Corrigan, J. B. Smoove, Adeel Akhtar, Fred Melamed","Comedy","Paramount Pictures Based on Zabibah and the King by Saddam Hussein"
"Django Unchained","Quentin Tarantino","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, Michael Parks, Don Johnson, Laura Cayouette, James Russo, Tom Wopat, Misty Upham, Rex Linn, Cooper Huckabee, Doc Duhame, M. C. Gainey, Bruce Dern, Ned Bellamy, Franco Nero, Jonah Hill, Robert Carradine, James Parks, Tom Savini, Quentin Tarantino","Western","The Weinstein Company, Columbia Pictures"
"The Do-Deca-Pentathlon","Jay Duplass, Mark Duplass","Mark Kelly, Steve Zissis, Jennifer Lafleur, Julie Vorus","Comedy","Fox Searchlight Pictures"
"Don't Change the Subject","Mike Stutz","Focuses on suicide and using the concept of changing topic","Documentary",""
"Dracula Reborn","Patrick McManus","Corey Landis, Victoria Summer, Krash Miller, Stuart Rigby, Ian Pfister","Horror","Phase 4 Films"
"Dragon Eyes","John Hyams","Cung Le, Peter Weller, Jean-Claude Van Damme, Crystal Mantecon, Kristopher Van Varenberg","Action","After Dark Films"
"Dysfunctional Friends","Corey Grant","Stacey Dash, Reagan Gomez-Preston, Wesley Jonathan, Stacy Keibler, Terrell Owens","Comedy","Image Entertainment"
"Eating Out 5: The Open Weekend","Q. Allan Brocka","Chris Salvatore, Harmony Santana, Aaron Milo, Chris Puckett, Daniel Skelton","Comedy","Ariztical Entertainment Preceded by Eating Out 4: Drama Camp (2011)"
"Eden","Megan Griffiths","Jamie Chung, Matt O'Leary, Beau Bridges, Scott Mechlowicz","Thriller","Phase 4 Films"
"Elevator","Stig Svendsen","Christopher Backus, Anita Briem, John Getz, The Pace Twins, Devin Ratray","Thriller","Eagle Films"
"Elf-Man","Ethan Wiley","Wee Man, Jeffrey Combs, Mackenzie Astin, Carly Robell","Comedy","Anchor Bay Entertainment"
"The End of Love","Mark Webber","Mark Webber, Shannyn Sossamon, Amanda Seyfried, Aubrey Plaza","Drama","Variance Films"
"End of Watch","David Ayer","Jake Gyllenhaal, Michael Peña, Anna Kendrick, Natalie Martinez, America Ferrera, Frank Grillo, David Harbour","Crime drama","Open Road Films, Exclusive Media"
"Evidence","Howie Askins","Ryan McCoy, Brett Rosenberg, Abigail Richie, Ashley Bracken, Zack Fahey, Blaine Gray","Horror","Showbox Entertainment"
"Evil Head","Doug Sakmann","Joanna Angel, Tommy Pistol, Veruca James, Danny Wylde","Horror","Burning Angel"
"Excision","Richard Bates, Jr.","AnnaLynne McCord, Traci Lords, Ariel Winter, Roger Bart, Jeremy Sumpter, Malcolm McDowell","Horror","Anchor Bay Films"
"Exit Strategy","Michael Whitton","Jameel Saleem, Noelle Balfour, Kimelia Weathers, Fuzzy Fantabulous, Liz Hernandez","Romantic Comedy","Ask Around Entertainment"
"The Expendables 2","Simon West","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Chuck Norris, Terry Crews, Randy Couture, Liam Hemsworth, Jean-Claude Van Damme, Bruce Willis, Arnold Schwarzenegger, Scott Adkins, Yu Nan, Amanda Ooms, Novak Djokovic","Action","Lionsgate, Millennium Films, Nu Image Preceded by The Expendables (2010)"
"Extracted","Nir Paniry","Sasha Roiz, Rodney Eastman, Dominic Bogart, Jenny Molin, Nick Jamison, Brad Culver","Thriller","Phase 4 Films"
"Filly Brown","Youssef Delara","Jenni Rivera, Lou Diamond Phillips, Edward James Olmos, Emilio Rivera","Drama","Pantellion Films"
