"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Lucky","Gil Cates, Jr.","Colin Hanks, Ari Graynor, Ann-Margret, Mimi Rogers, Jeffrey Tambor","Dark comedy","Phase 4 Films, Ten/Four Pictures"
"Machine Gun Preacher","Marc Forster","Gerard Butler, Michael Shannon, Michelle Monaghan, Souléymane Sy Savané, Madeline Carroll, Kathy Baker","Action, Biopic","Relativity Media"
"Madea's Big Happy Family","Tyler Perry","Loretta Devine, Shad ""Bow Wow"" Moss, David Mann, Cassi Davis, Tamela Mann, Lauren London, Isaiah Mustafa, Rodney Perry, Shannon Kane and Tyler Perry","Dramedy","Lionsgate Based on the play of the same name by Tyler Perry"
"Margaret","Kenneth Lonergan","Anna Paquin, J. Smith-Cameron, Jean Reno, Jeannie Berlin, Allison Janney, Matthew Broderick, Mark Ruffalo, Matt Damon, Kieran Culkin, Olivia Thirlby, John Gallagher, Jr., Rosemarie DeWitt, Matt Bush","Drama","Fox Searchlight Pictures"
"Margin Call","J.C. Chandor","Kevin Spacey, Paul Bettany, Jeremy Irons, Zachary Quinto, Penn Badgley, Simon Baker, Mary McDonnell, Demi Moore, Stanley Tucci","Drama","Lionsgate, Roadside Attractions"
"Mars Needs Moms","Simon Wells","Seth Green (Seth Dusky (voice)), Dan Fogler, Elisabeth Harnois, Mindy Sterling, Joan Cusack","Animated, Sci-fi comedy","Walt Disney Pictures, ImageMovers Digital Based on the children's book of the same name by Berkeley Breathed"
"Martha Marcy May Marlene","Sean Durkin","Elizabeth Olsen, Brady Corbet, Hugh Dancy, John Hawkes, Louisa Krause, Sarah Paulson","Thriller","Fox Searchlight Pictures"
"The Mechanic","Simon West","Jason Statham, Ben Foster, Donald Sutherland","Action","CBS Films Remake of the 1972 film of the same name"
"Midnight in Paris","Woody Allen","Kathy Bates, Adrien Brody, Carla Bruni, Marion Cotillard, Rachel McAdams, Michael Sheen, Owen Wilson","Romantic comedy","Sony Pictures Classics"
"Mission: Impossible – Ghost Protocol","Brad Bird","Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton, Michael Nyqvist, Vladimir Mashkov, Samuli Edelmann, Anil Kapoor, Josh Holloway, Léa Seydoux, Tom Wilkinson","Action, Spy film","Paramount Pictures, Skydance Productions Preceded by Mission: Impossible III (2006)"
"Moneyball","Bennett Miller","Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright, Chris Pratt, Casey Bond, Stephen Bishop, Royce Clayton, David Hutchinson, Kathryn Morris","Drama, Sports","Columbia Pictures Based on Moneyball: The Art of Winning an Unfair Game by Michael Lewis"
"Money Matters","Ryan Richmond","Aunjanue Ellis, Terri Abney, James Whalen, Victoria Wallace, Jaben Early, London K. Powell, Michael S. Wright, Antonio Lamberti","Drama","a Ryan Richmond Film"
"Monte Carlo","Thomas Bezucha","Selena Gomez, Leighton Meester, Katie Cassidy, Cory Monteith, Andie MacDowell, Brett Cullen, Catherine Tate, Luke Bracey, Pierre Boulanger","Romantic comedy","20th Century Fox, Regency Enterprises Based on Headhunters by Jules Bass"
"Mr. Popper's Penguins","Mark Waters","Jim Carrey, Carla Gugino, Philip Baker Hall, Angela Lansbury, Clark Gregg, Madeline Carroll, Maxwell Perry Cotton, Ophelia Lovibond, Dominic Chianese","Family","20th Century Fox, Davis Entertainment, Central Casting Based on the children's book of the same name by Richard and Florence Atwater"
"The Muppets","James Bobin","Jason Segel, Amy Adams, Chris Cooper, Rashida Jones","Comedy, Musical","Walt Disney Pictures, Mandeville Films, The Muppets Studio Based on The Muppets by Jim Henson Preceded by Muppets from Space (1999)"
"The Music Never Stopped","Jim Kohlberg","J. K. Simmons, Lou Taylor Pucci, Cara Seymour, Julia Ormond, Tammy Blanchard, Mía Maestro, Scott Adsit, James Urbaniak","Drama","Roadside Attractions Based on The Last Hippie by Oliver Sacks"
"New Year's Eve","Garry Marshall","Halle Berry, Jessica Biel, Jon Bon Jovi, Abigail Breslin, Chris ""Ludacris"" Bridges, Robert De Niro, Josh Duhamel, Zac Efron, Héctor Elizondo, Katherine Heigl, Ashton Kutcher, Seth Meyers, Lea Michele, Sarah Jessica Parker, Michelle Pfeiffer, Til Schweiger, Hilary Swank, Sofía Vergara","Romantic comedy","New Line Cinema"
"No Strings Attached","Ivan Reitman","Natalie Portman, Ashton Kutcher, Cary Elwes, Kevin Kline, Greta Gerwig, Lake Bell, Chris ""Ludacris"" Bridges","Romantic comedy","Paramount Pictures"
"One Day","Lone Scherfig","Anne Hathaway, Jim Sturgess, Romola Garai, Rafe Spall, Ken Stott, Patricia Clarkson, Jodie Whittaker, Jamie Sives, Georgia King","Romantic drama","Focus Features Based on the novel of the same name by David Nicholls"
"Our Idiot Brother","Jesse Peretz","Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Steve Coogan, Hugh Dancy, Kathryn Hahn, Rashida Jones, Shirley Knight, T. J. Miller, Adam Scott","Dramedy","The Weinstein Company"
"Page One: A Year Inside the New York Times","Andrew Rossi","Unprecedented access to the New York Times newsroom yields a complex view of the transformation of a media landscape fraught with both peril and opportunity.","Documentary","Magnolia Pictures, Participant Media"
"Paranormal Activity 3","Henry Joost and Ariel Schulman","Katie Featherston, Sprague Grayden, Brian Boland, Lauren Bittner, Christopher Nicholas Smith, Mark Fredrichs, Chloe Cserngey, Jessica Tyler Brown","Supernatural horror","Paramount Pictures Preceded by Paranormal Activity 2 (2010)"
"Paul","Greg Mottola","Simon Pegg, Nick Frost, Jason Bateman, Kristen Wiig, Sigourney Weaver, Seth Rogen (voice), Bill Hader, Jane Lynch, Jeffrey Tambor","Sci-fi comedy","Universal Pictures"
"Pearl Jam Twenty","Cameron Crowe","A rockumentary based on influential rock band Pearl Jam that marks their 20th anniversary in the year 2011.","Rockumentary","Vinyl Films"
"Peep World","Barry W. Blaustein","Judy Greer, Michael C. Hall, Taraji P. Henson, Kate Mara, Ron Rifkin, Ben Schwartz, Sarah Silverman, Lesley Ann Warren, Rainn Wilson","Comedy-drama","IFC Films"
"The Perfect Host","Nick Tomnay","David Hyde Pierce, Clayne Crawford, Nathaniel Parker, Megahn Perry and Helen Reddy","Dark comedy, Thriller","Magnolia Pictures"
"Pirates of the Caribbean: On Stranger Tides","Rob Marshall","Johnny Depp, Penélope Cruz, Ian McShane, Kevin McNally and Geoffrey Rush","Action-adventure, Family","Walt Disney Pictures Preceded by Pirates of the Caribbean: At World's End (2007)"
"Priest","Scott Stewart","Paul Bettany, Karl Urban, Cam Gigandet, Maggie Q, Lily Collins, Stephen Moyer, Christopher Plummer","Horror","Screen Gems Based on the Korean graphic novel series of the same name by Min-Woo Hyung"
"Prom","Joe Nussbaum","Aimee Teegarden, Nicholas Braun, Dean Norris, Danielle Campbell, Cameron Monaghan, Christine Elise McCarthy, Raini Rodriguez, Jere Burns, Aimee-Lynn Chadwick, Yin Chang, Allie Trimm, Jared Kusnitz, Thomas McDonell","Romantic comedy, Teen","Walt Disney Pictures"
"Puncture","Adam and Mark Kassen","Chris Evans, Mark Kassen, Brett Cullen, Marshall Bell, Michael Biehn, Jesse L. Martin, Roxanna Hope, Tess Parker, Kate Burton, Vinessa Shaw","Legal drama","Millennium Entertainment"
"Puss in Boots","Chris Miller","Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Walt Dohrn (narrator), Zeus Mendoza, Constance Marie","Adventure, Animated","Paramount Pictures, DreamWorks Animation"
"Rango","Gore Verbinski","Johnny Depp, Isla Fisher, Abigail Breslin, Alfred Molina, Bill Nighy, Harry Dean Stanton, Ray Winstone, Timothy Olyphant","Animated, Family, Western","Paramount Pictures, Nickelodeon Movies"
"Real Steel","Shawn Levy","Hugh Jackman, Dakota Goyo, Evangeline Lilly, Kevin Durand, Anthony Mackie, James Rebhorn, Rima Fakih, Rick Yune","Action drama","DreamWorks Pictures Based on Steel by Richard Matheson"
"Red Riding Hood","Catherine Hardwicke","Amanda Seyfried, Gary Oldman, Billy Burke, Shiloh Fernandez, Max Irons, Virginia Madsen, Lukas Haas, Julie Christie","Fantasy romance, Horror","Warner Bros. Pictures Based on the folk tale Little Red Riding Hood"
"Red State","Kevin Smith","Michael Angarano, Kerry Bishé, Nicholas Braun, Kyle Gallner, Ralph Garman, John Goodman, Matt L. Jones, Melissa Leo, James Parks, Michael Parks, Kevin Pollak, Haley Ramm, Stephen Root","Horror","SModcast Pictures, Lionsgate"
"Restless","Gus Van Sant","Henry Hopper, Mia Wasikowska, Schuyler Fisk, Jane Adams, Chin Han, Ryō Kase, Lusia Strus","Drama","Sony Pictures Classics, Imagine Entertainment"
"The Reunion","Michael Pavone","John Cena, Ethan Embry, Michael Rispoli, Boyd Holbrook, Gregg Henry, Lela Loren, Jack Conley, Amy Smart","Action","Samuel Goldwyn Films, WWE Studios"
"Rio","Carlos Saldanha","Jesse Eisenberg, Anne Hathaway, George Lopez, Jemaine Clement, Jake T. Austin, Leslie Mann, Tracy Morgan, will.i.am, Jamie Foxx","Animated, Family","20th Century Fox, Blue Sky Studios"
"Rise of the Planet of the Apes","Rupert Wyatt","James Franco, Freida Pinto, Andy Serkis, Tom Felton, David Hewlett, Chelah Horsdal, Brian Cox, Jamie Harris, Tyler Labine, David Oyelowo, John Lithgow","Science fiction","20th Century Fox"
"The Rite","Mikael Håfström","Anthony Hopkins, Colin O'Donoghue, Maria Grazia Cucinotta, Alice Braga, Ciarán Hinds, Toby Jones, Chris Marquette, Rutger Hauer, Franco Nero","Psychological horror","Warner Bros. Pictures, New Line Cinema Based on The Rite: The Making of a Modern Exorcist by Matt Baglio"
"The Roommate","Christian E. Christiansen","Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Harris, Frances Fisher, Billy Zane","Thriller","Screen Gems"
"The Rum Diary","Bruce Robinson","Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard, Richard Jenkins and Giovanni Ribisi, Amaury Nolasco, Marshall Bell, Bill Smitrovich, Julian Holloway, Karen Austin, Jason Smith","Dramedy, Thriller","FilmDistrict Based on the novel of the same name by Hunter S. Thompson"
"Sanctum","Alister Grierson","Richard Roxburgh, Rhys Wakefield, Alice Parkinson, Dan Wyllie, Ioan Gruffudd","Adventure, Disaster","Universal Pictures, Relativity Media"
"Scream 4","Wes Craven","Neve Campbell, Courteney Cox, David Arquette, Emma Roberts, Hayden Panettiere, Anthony Anderson, Alison Brie, Adam Brody, Rory Culkin, Marielle Jaffe, Erik Knudsen, Mary McDonnell, Brittany Robertson, Marley Shelton, Aimee Teegarden, Nico Tortorella, Anna Paquin, Kristen Bell, Shenae Grimes, Lucy Hale","Horror thriller","Dimension Films Preceded by Scream 3 (2000)"
"Seance: The Summoning","Alex Wright","Bobby Campo, Chris Olivero, Cortney Palm","Horror thriller","Grindstone Entertainment Group"
"Season of the Witch","Dominic Sena","Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Claire Foy, Stephen Graham, Ulrich Thomsen, Robert Sheehan, Christopher Lee","Action, Fantasy","Rogue Pictures, Relativity Media"
"Seven Days in Utopia","Matthew Dean Russell","Robert Duvall, Lucas Black, Melissa Leo, Deborah Ann Woll, Brian Geraghty, Joseph Lyle Taylor, Jerry Ferrara, K. J. Choi, Kathy Baker","Drama, Sports","Utopia Pictures Based on Golf's Sacred Journey: Seven Days at the Links of Utopia by David L. Cook"
"Shark Night 3D","David R. Ellis","Sara Paxton, Dustin Milligan, Katharine McPhee, Alyssa Diaz, Joel David Moore, Joshua Leonard, Chris Zylka, Chris Carmack, Donal Logue","Horror thriller","Rogue"
"Sherlock Holmes: A Game of Shadows","Guy Ritchie","Robert Downey, Jr., Jude Law, Noomi Rapace, Jared Harris, Eddie Marsan, Rachel McAdams, Stephen Fry, Geraldine James, Kelly Reilly","Action, Mystery","Warner Bros. Pictures, Village Roadshow Pictures Preceded by Sherlock Holmes (2009)"
"The Sitter","David Gordon Green","Jonah Hill, Max Records, Ari Graynor, J. B. Smoove, Sam Rockwell","Comedy","20th Century Fox"
"Skateland","Anthony Burns","Shiloh Fernandez, Ashley Greene, Heath Freeman, Brett Cullen, James LeGros, Melinda McGraw, Taylor Handley, Haley Ramm","Drama, Teen","Freestyle Releasing"
"The Smurfs","Raja Gosnell","Neil Patrick Harris, Jayma Mays, George Lopez (voice), Katy Perry (voice), Hank Azaria, Sofía Vergara, Alan Cumming (voice), Jonathan Winters (voice), Anton Yelchin (voice), Paul Reubens (voice), John Oliver (voice), Kenan Thompson (voice), Fred Armisen (voice), B. J. Novak (voice), Jeff Foxworthy (voice), Tim Gunn, Wolfgang Puck (voice)","Family, Live-action","Columbia Pictures, Sony Pictures Animation, The Kerner Entertainment Company Based on the comic book series by Peyo and the 1981 animated TV series of the same name Preceded by The Smurfs and the Magic Flute (1976)"
"Snow Flower and the Secret Fan","Wayne Wang","Gianna Jun, Li Bingbing, Vivian Wu, Jiang Wu, Russell Wong, Coco Chiang, Jingyu Hu, Archie Kao, Jennifer Lim (voice), Christina Y. Jun (voice), Hugh Jackman","Drama","Fox Searchlight Pictures Based on the novel of the same name by Lisa See"
"Something Borrowed","Luke Greenfield","Kate Hudson, Ginnifer Goodwin, John Krasinski, Colin Egglesfield, Steve Howey","Romantic comedy","Summit Entertainment. Based on the novel of the same name by Emily Giffin"
"The Son of No One","Dito Montiel","Channing Tatum, Tracy Morgan, Katie Holmes, Ray Liotta, Juliette Binoche, Al Pacino","Action, Crime drama","Anchor Bay Films, Millennium Films"
"Soul Surfer","Sean McNamara","AnnaSophia Robb, Helen Hunt, Lorraine Nicholson, Dennis Quaid, Carrie Underwood","Biopic, Drama","TriStar Pictures"
"Source Code","Duncan Jones","Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","Science fiction, Thriller","Summit Entertainment"
"Spy Kids: All the Time in the World","Robert Rodriguez","Jessica Alba, Joel McHale, Alexa Vega, Daryl Sabara, Rowan Blanchard, Mason Cook, Ricky Gervais (voice), Jeremy Piven, Danny Trejo","Family, Spy film","Dimension Films Preceded by Spy Kids 3-D: Game Over (2003)"
"Straw Dogs","Rod Lurie","James Marsden, Kate Bosworth, Alexander Skarsgård, Dominic Purcell, Laz Alonso, Willa Holland and James Woods, Anson Mount, Walton Goggins, Rhys Coiro, Drew Powell","Thriller","Screen Gems Based on The Siege of Trencher's Farm by Gordon Williams Remake of the 1971 film of the same name by Sam Peckinpah"
"Sucker Punch","Zack Snyder","Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens, Jamie Chung, Oscar Isaac, Carla Gugino, Jon Hamm, Scott Glenn","Action, Fantasy","Warner Bros. Pictures, Legendary Pictures"
"Super","James Gunn","Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon, Nathan Fillion, Gregg Henry, Michael Rooker, Andre Royo, Sean Gunn, Stephen Blackehart, Linda Cardellini","Dark comedy, Superhero","IFC Films"
"Super 8","J. J. Abrams","Joel Courtney, Elle Fanning, Kyle Chandler, Ron Eldard, Noah Emmerich, Gabriel Basso, Riley Griffiths, Ryan Lee, Zach Mills, Amanda Michalka","Science fiction","Paramount Pictures, Bad Robot Productions, Amblin Entertainment"
"Take Me Home Tonight","Michael Dowse","Topher Grace, Anna Faris, Teresa Palmer, Dan Fogler, Michelle Trachtenberg, Chris Pratt, Robert Hoffman, Lucy Punch, Michael Ian Black, Lauren Conrad, Audrina Patridge, Heidi Montag, Demetri Martin","Comedy","Rogue Pictures, Imagine Entertainment, Relativity Media"
"Take Shelter","Jeff Nichols","Michael Shannon, Jessica Chastain, Shea Whigham, Katy Mixon, Kathy Baker, Ray McKinnon, Lisa Gay Hamilton","Drama","Sony Pictures Classics"
"Texas Killing Fields","Ami Canaan Mann","Sam Worthington, Jeffrey Dean Morgan, Jessica Chastain, Chloë Grace Moretz, Jason Clarke, Annabeth Gish, Sheryl Lee, Stephen Graham","Crime","Anchor Bay Films"
"That's What I Am","Michael Pavone","Ed Harris, Chase Ellison, Molly Parker, Daniel Roebuck, Randy Orton, Daniel Yelsky, Alexander Walters, Mia Rose Frampton, Amy Madigan","Dramedy, Family","Samuel Goldwyn Films, WWE Studios"
"The Thing","Matthijs van Heijningen, Jr.","Mary Elizabeth Winstead, Joel Edgerton, Ulrich Thomsen, Adewale Akinnuoye-Agbaje, Eric Christian Olsen, Kim Bubbs, Jørgen Langhelle, Jonathan Lloyd Walker, Trond Espen Seim, Stig Henrik Hoff, Carsten Bjørnlund, Jan Gunnar Røise, Paul Braunstein","Sci-fi horror","Universal Pictures Based on Who Goes There? by John W. Campbell, Jr. A prequel to the 1982 John Carpenter film of the same name"
"Thor","Kenneth Branagh","Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård, Colm Feore, Ray Stevenson, Idris Elba, Kat Dennings, Rene Russo, Anthony Hopkins","Superhero","Paramount Pictures, Marvel Entertainment Based on the comic book character of the same name by Stan Lee, Larry Lieber and Jack Kirby"
"The Three Musketeers","Paul W. S. Anderson","Logan Lerman, Milla Jovovich, Matthew Macfadyen, Ray Stevenson, Luke Evans, Mads Mikkelsen, Gabriella Wilde, James Corden, Juno Temple, Freddie Fox, Til Schweiger, Orlando Bloom, Christoph Waltz","Action-adventure","Summit Entertainment Based on the novel of the same name by Alexandre Dumas"
"Tower Heist","Brett Ratner","Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda, Matthew Broderick, Téa Leoni, Michael Peña, Gabourey Sidibe, Judd Hirsch","Comedy, Crime","Universal Pictures, Imagine Entertainment, Relativity Media"
"Transformers: Dark of the Moon","Michael Bay","Shia LaBeouf, Josh Duhamel, John Turturro, Tyrese Gibson, Rosie Huntington-Whiteley, Patrick Dempsey, Kevin Dunn, Julie White, John Malkovich, Frances McDormand","Science fiction","Paramount Pictures Preceded by Transformers: Revenge of the Fallen (2009)"
"The Tree of Life","Terrence Malick","Brad Pitt, Sean Penn, Jessica Chastain","Drama","Fox Searchlight Pictures, Plan B Entertainment"
"Trespass","Joel Schumacher","Nicolas Cage, Nicole Kidman, Ben Mendelsohn, Cam Gigandet, Liana Liberato, Jordana Spiro, Dash Mihok, Emily Meade, Nico Tortorella","Psychological thriller","Millennium Films, Nu Image Films"
"Unknown","Jaume Collet-Serra","Liam Neeson, Diane Kruger, January Jones, Frank Langella, Aidan Quinn, Bruno Ganz","Action thriller","Warner Bros. Pictures, Dark Castle Entertainment Based on Out of My Head by Didier van Cauwelaert"
"A Very Harold & Kumar 3D Christmas","Todd Strauss-Schulson","John Cho, Kal Penn and Neil Patrick Harris","Comedy","New Line Cinema, Mandate Pictures Preceded by Harold and Kumar Escape from Guantanamo Bay (2008)"
"Waiting for Forever","James Keach","Rachel Bilson, Tom Sturridge, Scott Mechlowicz, Richard Jenkins, Nikki Blonsky, Matthew Davis, Jaime King, Blythe Danner","Romantic comedy","Freestyle Releasing"
"Warrior","Gavin O'Connor","Joel Edgerton, Tom Hardy, Jennifer Morrison, Frank Grillo, Nick Nolte, Kurt Angle, Noah Emmerich, Kevin Dunn, Denzel Whitaker, Erik Apple, Vanessa Martinez, Nate Marquardt, Anthony Johnson","Action drama","Lionsgate"
"Water for Elephants","Francis Lawrence","Robert Pattinson, Reese Witherspoon, Christoph Waltz, Hal Holbrook","Drama","20th Century Fox Based on the novel of the same name by Sara Gruen"
"The Way","Emilio Estevez","Martin Sheen, Deborah Kara Unger, Yorick van Wageningen, James Nesbitt, Tchéky Karyo, Emilio Estevez","Drama","ARC Entertainment"
"We Bought a Zoo","Cameron Crowe","Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Elle Fanning, John Michael Higgins, Colin Ford, Stephanie Szostak, Angus Macfadyen, Carla Gallo, Peter Riegert, J. B. Smoove","Comedy-drama","20th Century Fox Based on the memoir of the same name by Benjamin Mee"
"What's Your Number?","Mark Mylod","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner, Ed Begley, Jr., Joel McHale, Oliver Jackson-Cohen, Zachary Quinto, Chris Pratt, Andy Samberg, Thomas Lennon, Mike Vogel, Martin Freeman, Anthony Mackie, Dave Annable","Romantic comedy","Regency Enterprises Based on 20 Times a Lady by Karyn Bosnak"
"Win Win","Thomas McCarthy","Paul Giamatti, Amy Ryan, Bobby Cannavale, Jeffrey Tambor, Burt Young, Melanie Lynskey","Comedy-drama","Fox Searchlight Pictures"
"Winnie the Pooh","Stephen Anderson, Don Hall","Jim Cummings, Tom Kenny, Craig Ferguson, Travis Oates, Bud Luckey, Jack Boulter, Kristen Anderson-Lopez, Wyatt Dean Hall, John Cleese (narrator)","Animated, Family","Walt Disney Pictures, Walt Disney Animation Studios Inspired by the Winnie the Pooh stories by A. A. Milne"
"X-Men: First Class","Matthew Vaughn","James McAvoy, Michael Fassbender, Kevin Bacon, January Jones, Rose Byrne, Nicholas Hoult, Jennifer Lawrence, Oliver Platt, Ray Wise, Zoë Kravitz, Caleb Landry Jones, Lucas Till, Edi Gathegi, Jason Flemyng","Superhero","20th Century Fox Based on Uncanny X-Men by Stan Lee and Jack Kirby Preceded by X-Men Origins: Wolverine (2009)"
"Young Adult","Jason Reitman","Charlize Theron, Patton Oswalt, Patrick Wilson, Elizabeth Reaser, J. K. Simmons, Collette Wolfe, Hettienne Park","Comedy-drama","Paramount Pictures, Mandate Pictures"
"Your Highness","David Gordon Green","Danny McBride, James Franco, Natalie Portman, Zooey Deschanel, Justin Theroux, Toby Jones, Damian Lewis, Michael Clarke Duncan","Comedy, Fantasy","Universal Pictures"
"Zookeeper","Frank Coraci","Kevin James, Rosario Dawson, Leslie Bibb, Ken Jeong, Donnie Wahlberg, Joe Rogan, Thomas Gottschalk, Adam Sandler (voice), Sylvester Stallone (voice), Nick Nolte (voice), Don Rickles (voice), Judd Apatow (voice), Jon Favreau (voice), Faizon Love (voice), Cher (voice), Maya Rudolph (voice)","Comedy, Family","Columbia Pictures, Metro-Goldwyn-Mayer"
